Transaction_ID,Customer_ID,Transaction_Date,Amount_Spent,Discount_Percentage,Quantity_Purchased,Shipping_Cost,Delivery_Date,Return_Date
340,583,2024-07-04,0.0,-9.7,12,16.59,2024-07-11,2024-07-15 00:00:00
341,487,2026-09-05,892.45,13.69,1,15.64,2026-09-07,
342,112,2026-12-03,347.18,18.88,6,33.34,2026-12-07,2026-12-18 00:00:00
343,435,2023-06-19,270.66,15.76,6,9.86,2023-06-27,2023-07-02 00:00:00
344,234,2026-10-01,1996.58,-11.09,14,37.2,2026-10-08,
345,161,2025-06-06,1525.16,5.3,2,42.88,2025-06-13,2025-06-17 00:00:00
346,551,2023-12-08,141.93,4.32,4,45.46,2023-12-10,2023-12-13 00:00:00
347,560,2025-02-04,1616.12,16.5,5,26.59,2025-02-10,2025-02-13 00:00:00
348,110,2024-06-09,892.1,9.25,12,33.28,2024-06-15,
349,387,2023-11-12,769.77,-11.88,5,19.84,2023-11-14,2023-11-27 00:00:00
350,185,2023-08-20,0.0,-1.14,2,17.75,2023-08-27,2023-09-04 00:00:00
351,142,2023-05-22,683.43,11.32,5,44.24,2023-05-26,2023-06-09 00:00:00
352,186,2025-06-17,1311.94,15.55,2,41.69,2025-06-25,
353,426,2026-03-16,55.84,3.33,4,17.2,2026-03-21,
354,330,2026-02-05,1420.12,15.84,9,25.67,2026-02-10,2026-02-22 00:00:00
355,219,2026-02-03,932.78,18.71,3,7.6,2026-02-07,2026-02-13 00:00:00
356,434,2026-07-02,1580.17,10.97,12,44.9,2026-07-07,
357,332,2023-05-28,1463.33,-11.59,5,18.28,2023-06-03,2023-06-18 00:00:00
358,497,2024-02-11,769.24,5.37,2,20.15,2024-02-18,2024-02-23 00:00:00
359,495,2026-09-05,1291.56,13.77,6,18.78,2026-09-10,2026-09-24 00:00:00
360,294,2023-02-08,976.78,12.9,6,20.73,2023-02-11,
361,166,2024-02-11,318.62,-1.63,5,26.36,2024-02-18,2024-02-26 00:00:00
362,284,2024-05-21,1734.21,-7.1,4,30.2,2024-05-23,2024-05-30 00:00:00
363,335,2024-04-02,1407.6,-10.51,14,36.14,2024-04-06,2024-04-12 00:00:00
364,287,2024-03-18,188.76,10.94,13,40.07,2024-03-23,
365,421,2024-04-10,127.39,3.95,5,30.82,2024-04-16,2024-04-23 00:00:00
366,150,2024-10-05,1595.25,-10.38,14,34.88,2024-10-08,2024-10-22 00:00:00
367,105,2023-02-15,1868.71,14.22,6,7.73,2023-02-23,
368,589,2026-09-17,1223.92,6.58,3,33.98,2026-09-25,2026-10-10 00:00:00
369,520,2023-09-16,1717.17,-9.96,11,23.33,2023-09-19,2023-09-30 00:00:00
370,392,2026-06-18,108.7,-13.36,2,35.03,2026-06-23,
371,420,2026-10-16,1402.53,12.2,12,45.22,2026-10-19,2026-11-03 00:00:00
372,532,2023-02-05,0.0,18.73,1,18.38,2023-02-13,2023-02-27 00:00:00
373,289,2026-02-03,1822.56,5.25,5,19.58,2026-02-07,
374,211,2026-01-24,546.58,-1.66,4,35.88,2026-01-31,2026-02-13 00:00:00
375,585,2024-06-25,520.08,-6.83,12,49.03,2024-06-28,2024-07-03 00:00:00
376,278,2025-11-07,1003.22,-8.44,2,14.57,2025-11-14,
377,172,2025-11-18,0.0,-2.19,3,18.43,2025-11-23,2025-11-29 00:00:00
378,501,2023-12-17,1951.58,-5.26,14,43.66,2023-12-23,2024-01-02 00:00:00
379,457,2026-08-25,979.98,8.75,3,34.68,2026-09-02,2026-09-16 00:00:00
380,581,2025-02-12,664.18,2.68,7,45.71,2025-02-17,
381,504,2024-06-22,1604.87,17.53,4,46.35,2024-06-29,2024-07-09 00:00:00
382,252,2023-09-01,442.39,4.84,5,37.29,2023-09-04,
383,588,2026-10-25,1337.11,19.94,5,36.92,2026-10-30,
384,202,2025-01-31,707.71,9.08,12,22.21,2025-02-06,
385,133,2023-02-18,0.0,14.12,6,48.0,2023-02-22,2023-03-03 00:00:00
386,271,2026-11-16,1990.56,15.61,9,40.71,2026-11-18,
387,293,2026-03-11,1934.06,-4.44,14,23.24,2026-03-15,
388,181,2023-06-25,1270.01,-3.26,8,28.12,2023-07-03,
389,197,2023-01-02,957.9,13.61,11,23.83,2023-01-05,
390,401,2024-05-09,1870.7,3.97,7,30.17,2024-05-11,2024-05-16 00:00:00
391,586,2024-11-07,1317.24,15.24,13,48.41,2024-11-12,
392,322,2026-07-23,1156.01,14.89,3,29.31,2026-07-31,2026-08-13 00:00:00
393,177,2024-11-14,1806.3,1.87,8,20.91,2024-11-18,2024-11-22 00:00:00
394,157,2024-02-01,907.14,18.26,9,28.32,2024-02-08,2024-02-21 00:00:00
395,332,2026-02-13,1541.06,-9.73,6,23.27,2026-02-20,2026-03-07 00:00:00
396,319,2023-01-25,0.0,18.23,7,28.9,2023-01-31,2023-02-10 00:00:00
397,364,2026-03-06,1761.56,-2.74,3,35.98,2026-03-09,
398,543,2025-08-16,1590.85,-2.33,12,28.02,2025-08-23,2025-09-03 00:00:00
399,476,2023-03-11,1308.78,-9.8,11,36.16,2023-03-15,2023-03-27 00:00:00
400,400,2026-01-29,1221.75,5.72,10,37.35,2026-02-06,2026-02-20 00:00:00
401,431,2023-10-14,1296.3,12.6,2,7.54,2023-10-18,
402,515,2024-08-27,1760.93,-2.53,2,47.15,2024-09-04,2024-09-19 00:00:00
403,193,2025-11-02,280.5,-0.85,11,44.23,2025-11-10,2025-11-20 00:00:00
404,362,2023-08-20,314.45,6.45,1,18.77,2023-08-24,
405,275,2025-07-18,1627.05,11.68,9,8.93,2025-07-22,
406,454,2026-01-28,752.61,1.2,10,21.71,2026-02-02,
407,346,2025-02-04,1584.93,19.51,9,46.17,2025-02-09,2025-02-19 00:00:00
408,390,2025-04-16,1407.57,-12.63,14,27.59,2025-04-18,
409,329,2024-10-31,123.7,14.28,13,38.66,2024-11-04,2024-11-11 00:00:00
410,114,2025-10-04,1402.02,7.13,13,7.68,2025-10-08,2025-10-14 00:00:00
411,371,2026-05-12,0.0,18.19,2,28.89,2026-05-18,2026-05-29 00:00:00
412,287,2025-12-09,731.74,-2.37,14,18.43,2025-12-14,2025-12-22 00:00:00
413,110,2026-12-12,1188.05,-6.19,14,9.15,2026-12-18,
414,159,2024-09-18,1083.89,-0.37,11,16.78,2024-09-24,
415,252,2023-02-02,1318.3,5.61,11,25.1,2023-02-09,2023-02-17 00:00:00
416,397,2024-03-22,226.77,-3.97,9,15.33,2024-03-30,2024-04-06 00:00:00
417,522,2025-04-03,210.58,1.8,2,21.86,2025-04-09,
418,134,2026-10-04,1182.04,-0.29,3,10.32,2026-10-07,
419,407,2025-01-23,1318.94,6.38,14,15.16,2025-01-27,2025-01-30 00:00:00
420,518,2024-08-11,1764.29,-1.9,5,33.04,2024-08-19,
421,275,2023-09-25,0.0,14.75,9,40.81,2023-10-03,
422,488,2025-08-09,1618.28,16.2,4,41.05,2025-08-17,2025-08-28 00:00:00
423,336,2025-06-19,1486.46,-1.42,11,6.43,2025-06-21,2025-07-04 00:00:00
424,416,2026-10-04,0.0,17.2,2,20.46,2026-10-07,
425,503,2025-01-02,663.03,-0.19,5,41.02,2025-01-07,
426,342,2025-03-24,0.0,0.07,11,38.34,2025-03-29,
427,123,2025-07-09,0.0,12.78,3,12.98,2025-07-17,2025-07-27 00:00:00
428,208,2024-11-14,516.72,5.05,6,11.8,2024-11-22,
429,534,2023-11-01,1504.52,1.66,5,10.25,2023-11-08,
430,343,2024-06-30,772.65,3.61,4,15.88,2024-07-02,2024-07-14 00:00:00
431,108,2023-04-19,565.28,13.4,12,44.89,2023-04-24,2023-05-04 00:00:00
432,247,2023-02-17,921.38,13.32,11,43.19,2023-02-21,2023-03-02 00:00:00
433,110,2025-03-17,375.66,-9.07,13,14.77,2025-03-19,
434,593,2025-08-15,610.48,13.01,3,47.57,2025-08-17,2025-08-25 00:00:00
435,459,2025-08-16,941.13,14.9,7,25.6,2025-08-22,
436,271,2023-08-12,0.0,-0.86,12,20.54,2023-08-20,
437,269,2026-02-02,88.49,15.38,11,37.55,2026-02-05,2026-02-14 00:00:00
438,386,2025-02-23,741.34,2.01,5,22.33,2025-02-25,2025-03-07 00:00:00
439,126,2023-06-28,686.35,12.23,4,32.17,2023-07-02,2023-07-08 00:00:00
440,128,2023-06-22,1201.08,-3.18,8,12.1,2023-06-25,2023-07-01 00:00:00
441,276,2025-10-07,544.24,-14.33,4,45.87,2025-10-14,2025-10-18 00:00:00
442,186,2026-02-08,1978.78,-10.67,5,6.26,2026-02-10,2026-02-24 00:00:00
443,215,2024-05-19,1655.75,3.85,12,21.17,2024-05-27,2024-06-10 00:00:00
444,124,2024-02-04,989.91,-8.33,9,9.32,2024-02-07,2024-02-12 00:00:00
445,308,2023-09-14,258.78,-6.44,1,29.7,2023-09-21,2023-10-03 00:00:00
446,441,2026-03-23,1449.66,-1.21,1,15.2,2026-03-28,2026-04-04 00:00:00
447,179,2024-05-01,796.13,1.84,13,25.77,2024-05-03,2024-05-11 00:00:00
448,465,2024-05-13,1119.73,-5.04,9,33.52,2024-05-20,2024-06-03 00:00:00
449,243,2025-03-24,232.72,13.07,1,28.54,2025-03-30,
450,247,2025-09-13,485.43,-8.87,13,45.82,2025-09-15,
451,437,2025-09-26,112.78,-5.42,14,17.56,2025-09-28,2025-10-11 00:00:00
452,169,2025-05-26,0.0,17.04,1,12.98,2025-05-30,
453,307,2023-02-01,770.0,-8.4,12,42.49,2023-02-06,2023-02-21 00:00:00
454,519,2024-04-10,1782.94,-4.11,5,6.49,2024-04-12,2024-04-27 00:00:00
455,121,2026-06-21,477.49,2.62,9,44.34,2026-06-25,2026-07-03 00:00:00
456,232,2026-10-04,254.56,19.25,6,43.51,2026-10-07,2026-10-14 00:00:00
457,582,2024-06-26,693.24,14.43,8,47.25,2024-06-29,
458,228,2023-07-29,1509.51,16.12,3,20.91,2023-08-04,2023-08-12 00:00:00
459,403,2025-08-01,1496.18,12.43,8,30.33,2025-08-06,
460,578,2023-04-18,902.37,8.47,9,14.3,2023-04-21,
461,130,2023-06-01,1071.17,2.82,11,23.51,2023-06-07,2023-06-10 00:00:00
462,197,2024-11-04,1710.04,-14.33,5,45.47,2024-11-06,
463,136,2024-08-21,1767.42,5.72,10,6.22,2024-08-28,
464,102,2023-02-22,713.77,-13.37,7,45.61,2023-02-26,2023-03-01 00:00:00
465,499,2026-05-27,409.7,0.35,11,24.11,2026-06-01,
466,380,2025-04-06,1212.36,-8.58,5,31.29,2025-04-08,
467,209,2025-10-14,1099.32,-3.75,6,37.5,2025-10-21,2025-10-26 00:00:00
468,206,2024-04-25,603.51,-8.34,8,13.97,2024-05-01,
469,433,2023-02-20,1690.31,5.86,8,8.6,2023-02-23,2023-03-08 00:00:00
470,411,2025-05-01,1398.56,-13.99,9,46.94,2025-05-06,
471,513,2024-03-09,1530.97,8.53,6,17.6,2024-03-12,2024-03-23 00:00:00
472,529,2023-07-03,132.64,-6.43,4,22.91,2023-07-07,2023-07-12 00:00:00
473,269,2024-10-14,559.24,15.95,2,28.7,2024-10-18,
474,560,2026-05-28,658.1,16.2,3,6.26,2026-06-05,2026-06-17 00:00:00
475,316,2025-10-07,987.0,2.83,1,16.07,2025-10-10,2025-10-19 00:00:00
476,282,2025-04-26,1599.73,-6.45,7,48.33,2025-05-04,2025-05-08 00:00:00
477,437,2025-12-08,1228.2,-7.71,3,21.33,2025-12-11,
478,579,2025-06-27,110.3,5.38,6,32.44,2025-07-03,2025-07-17 00:00:00
479,163,2023-10-25,1454.25,-3.2,14,15.82,2023-10-31,2023-11-13 00:00:00
480,555,2026-12-02,565.56,-10.06,4,28.52,2026-12-04,2026-12-09 00:00:00
481,425,2023-03-21,1011.12,19.29,5,32.29,2023-03-24,
482,419,2025-07-05,371.39,-4.25,8,23.8,2025-07-13,2025-07-18 00:00:00
483,550,2024-04-11,862.0,16.1,2,24.68,2024-04-14,
484,403,2023-11-12,751.47,8.4,3,42.07,2023-11-15,
485,327,2026-02-28,1450.79,10.02,9,8.13,2026-03-05,2026-03-17 00:00:00
486,315,2023-07-07,1720.33,-1.14,4,42.18,2023-07-09,
487,536,2025-06-06,1122.82,-0.5,13,12.22,2025-06-14,2025-06-28 00:00:00
488,400,2025-09-21,1663.32,18.87,7,5.33,2025-09-23,
489,177,2023-12-17,1305.57,13.22,10,43.85,2023-12-20,
490,555,2026-07-10,727.66,-3.93,11,43.74,2026-07-17,
491,297,2026-05-02,584.74,-7.67,1,7.17,2026-05-10,
492,190,2025-12-09,783.76,19.8,3,25.86,2025-12-15,2025-12-19 00:00:00
493,472,2026-11-16,1834.11,1.67,14,38.75,2026-11-19,2026-11-30 00:00:00
494,234,2023-04-06,985.63,-12.0,6,48.1,2023-04-13,2023-04-19 00:00:00
495,351,2025-03-14,1530.83,12.69,5,11.8,2025-03-18,2025-03-22 00:00:00
496,322,2026-12-05,624.57,6.09,12,44.84,2026-12-07,
497,122,2026-02-01,1742.41,-2.37,4,23.49,2026-02-03,2026-02-11 00:00:00
498,519,2024-09-01,1025.99,-4.88,14,5.55,2024-09-07,2024-09-21 00:00:00
499,214,2024-03-01,974.9,5.59,3,6.74,2024-03-08,2024-03-16 00:00:00
500,394,2023-11-21,796.36,16.01,7,20.1,2023-11-29,2023-12-05 00:00:00
501,281,2023-09-27,680.71,11.59,3,41.61,2023-10-03,2023-10-18 00:00:00
502,159,2025-01-19,1618.73,1.34,12,38.31,2025-01-21,2025-01-25 00:00:00
503,599,2023-12-02,1281.93,-6.67,14,8.58,2023-12-07,2023-12-11 00:00:00
504,491,2024-12-11,1155.76,-14.44,11,18.05,2024-12-13,
505,394,2023-08-16,1596.77,18.22,6,44.11,2023-08-23,
506,399,2025-02-25,774.94,-2.38,3,30.36,2025-02-28,2025-03-13 00:00:00
507,547,2024-05-18,514.04,19.92,13,38.54,2024-05-21,
508,517,2026-05-16,1601.47,-11.19,8,20.71,2026-05-19,2026-05-28 00:00:00
509,457,2024-07-15,1234.21,-3.64,8,18.53,2024-07-20,
510,557,2024-04-06,1389.63,7.99,9,31.19,2024-04-11,
511,556,2023-11-27,1600.42,5.32,11,10.84,2023-11-29,
512,140,2026-05-24,231.63,-14.48,11,37.47,2026-05-26,
513,541,2026-10-09,750.51,14.16,2,39.27,2026-10-11,
514,566,2026-11-06,822.29,-1.8,2,23.08,2026-11-11,2026-11-18 00:00:00
515,365,2025-03-08,0.0,-12.57,7,11.45,2025-03-10,2025-03-17 00:00:00
516,296,2023-02-23,1090.47,1.76,9,34.78,2023-03-02,2023-03-10 00:00:00
517,408,2025-11-17,1814.87,13.97,5,49.07,2025-11-19,2025-12-01 00:00:00
518,554,2026-06-05,1385.64,-7.08,10,28.82,2026-06-10,2026-06-20 00:00:00
519,340,2023-11-25,547.62,13.42,11,18.02,2023-11-28,2023-12-06 00:00:00
520,227,2026-01-08,325.45,16.59,7,9.6,2026-01-14,
521,310,2025-01-31,448.87,11.04,7,20.99,2025-02-06,2025-02-09 00:00:00
522,413,2025-11-10,519.43,-5.26,14,39.5,2025-11-13,
523,529,2025-09-16,1692.67,18.13,14,27.47,2025-09-23,2025-10-01 00:00:00
524,224,2026-07-27,1726.02,-6.81,1,36.91,2026-08-02,
525,439,2025-06-14,1474.12,-11.63,6,19.0,2025-06-16,2025-06-25 00:00:00
526,486,2023-12-12,1385.32,17.61,6,6.18,2023-12-19,
527,323,2025-06-29,1666.46,3.88,14,17.81,2025-07-02,
528,538,2023-05-05,704.05,15.89,7,25.61,2023-05-13,2023-05-21 00:00:00
529,357,2024-07-29,1831.06,-3.83,8,44.03,2024-08-04,2024-08-17 00:00:00
530,560,2026-03-01,1607.9,12.43,4,34.47,2026-03-05,
531,106,2024-03-10,870.67,13.26,1,26.58,2024-03-13,2024-03-17 00:00:00
532,104,2025-03-11,908.07,12.14,6,12.7,2025-03-17,2025-03-24 00:00:00
533,112,2024-10-06,1900.94,-10.79,12,29.35,2024-10-09,
534,454,2026-08-02,879.42,17.17,2,28.61,2026-08-10,2026-08-18 00:00:00
535,157,2023-07-02,1775.41,3.82,3,25.19,2023-07-08,
536,113,2024-04-18,1732.93,-13.05,3,37.85,2024-04-25,2024-05-07 00:00:00
537,258,2026-11-14,868.5,-12.02,4,41.38,2026-11-22,2026-11-29 00:00:00
538,134,2024-06-03,203.09,-2.4,2,38.09,2024-06-10,2024-06-14 00:00:00
539,191,2023-11-21,1522.32,9.74,11,31.54,2023-11-28,2023-12-11 00:00:00
540,415,2026-08-31,1381.57,12.6,4,17.41,2026-09-07,
541,325,2023-03-16,1867.3,-10.56,11,29.2,2023-03-20,2023-03-27 00:00:00
542,140,2026-08-10,1804.35,-12.38,1,28.32,2026-08-16,2026-08-28 00:00:00
543,248,2026-07-21,1792.83,-2.18,2,11.72,2026-07-26,2026-07-31 00:00:00
544,242,2026-09-19,1250.42,12.26,8,17.01,2026-09-23,2026-09-30 00:00:00
545,402,2025-05-24,1743.06,-5.29,6,29.56,2025-05-29,2025-06-04 00:00:00
546,568,2023-02-16,0.0,16.81,1,17.44,2023-02-21,2023-02-28 00:00:00
547,515,2023-09-25,1278.88,-4.57,6,48.56,2023-10-01,2023-10-13 00:00:00
548,577,2024-02-14,127.99,-11.05,13,8.27,2024-02-18,2024-02-25 00:00:00
549,436,2026-10-03,656.25,-7.21,9,8.66,2026-10-06,2026-10-15 00:00:00
550,101,2026-05-06,1502.07,15.13,8,45.09,2026-05-12,2026-05-26 00:00:00
551,484,2026-04-12,1334.45,14.67,4,17.3,2026-04-20,
552,453,2024-04-18,1565.18,0.59,6,46.45,2024-04-23,2024-05-08 00:00:00
553,512,2026-11-01,1581.17,19.51,3,5.82,2026-11-08,2026-11-15 00:00:00
554,550,2025-01-09,493.0,11.64,8,27.34,2025-01-13,
555,241,2023-01-22,1694.42,18.07,11,5.26,2023-01-26,
556,466,2023-03-21,1809.97,-13.26,10,38.16,2023-03-24,2023-03-27 00:00:00
557,386,2023-11-14,1834.58,6.37,12,22.31,2023-11-20,2023-11-24 00:00:00
558,429,2024-08-19,895.75,-13.01,14,18.72,2024-08-21,
559,513,2024-03-16,1394.63,1.85,9,27.79,2024-03-18,2024-03-24 00:00:00
560,193,2025-12-14,501.47,7.81,12,44.46,2025-12-17,
561,334,2026-12-02,1910.29,16.14,14,25.91,2026-12-05,
562,121,2024-04-22,97.72,2.79,2,42.78,2024-04-28,2024-05-13 00:00:00
563,479,2026-07-31,1117.3,-5.74,12,29.63,2026-08-06,2026-08-19 00:00:00
564,455,2023-10-02,1408.75,6.01,12,8.28,2023-10-10,2023-10-25 00:00:00
565,511,2025-09-13,1361.23,6.12,3,19.73,2025-09-20,2025-09-27 00:00:00
566,555,2026-10-27,1254.59,18.94,2,30.17,2026-10-30,2026-11-09 00:00:00
567,226,2026-01-23,481.39,-2.1,6,35.71,2026-01-30,2026-02-11 00:00:00
568,274,2024-08-22,170.65,8.17,4,49.78,2024-08-29,
569,221,2023-08-06,1082.95,-12.81,2,6.47,2023-08-12,2023-08-26 00:00:00
570,392,2024-12-22,1143.64,-9.58,1,27.52,2024-12-29,2025-01-05 00:00:00
571,515,2025-11-30,412.82,10.41,10,43.89,2025-12-02,
572,474,2026-04-04,300.65,4.62,6,25.2,2026-04-06,
573,449,2025-03-19,1276.83,-6.8,0,47.25,2025-03-25,
574,395,2026-08-15,889.65,-10.4,1,30.18,2026-08-22,
575,536,2024-03-21,267.18,8.62,8,45.83,2024-03-28,
576,368,2023-12-06,1924.9,17.82,8,49.94,2023-12-12,2023-12-24 00:00:00
577,184,2024-01-18,116.73,18.89,12,16.33,2024-01-20,2024-02-03 00:00:00
578,351,2025-12-02,102.98,-5.55,6,34.26,2025-12-05,
579,396,2023-04-29,1210.54,17.77,13,28.32,2023-05-06,
580,426,2026-09-15,1280.49,1.68,6,20.51,2026-09-22,
581,294,2026-09-30,217.36,-11.78,12,41.81,2026-10-06,2026-10-20 00:00:00
582,517,2025-06-11,811.18,-11.8,13,37.68,2025-06-14,2025-06-24 00:00:00
583,419,2025-01-20,0.0,9.63,14,21.9,2025-01-22,2025-01-25 00:00:00
584,563,2026-08-30,1970.78,0.55,10,13.82,2026-09-02,
585,430,2023-05-12,1843.92,-9.8,1,47.82,2023-05-20,2023-06-01 00:00:00
586,232,2026-02-10,253.17,-2.94,4,23.74,2026-02-15,2026-02-28 00:00:00
587,500,2023-09-28,414.18,-12.34,10,23.06,2023-10-01,2023-10-12 00:00:00
588,556,2025-02-23,124.74,17.17,14,22.78,2025-02-25,2025-03-10 00:00:00
589,471,2023-03-05,1677.81,-1.81,14,47.02,2023-03-11,2023-03-23 00:00:00
590,232,2024-02-06,0.0,-12.06,11,6.27,2024-02-09,
591,255,2025-04-26,1084.1,-12.31,4,38.78,2025-05-04,2025-05-10 00:00:00
592,135,2026-09-06,1972.31,-4.46,12,9.16,2026-09-11,2026-09-24 00:00:00
593,504,2025-09-03,525.29,14.19,6,32.87,2025-09-06,
594,459,2024-10-28,1612.8,-0.69,7,45.01,2024-10-30,
595,491,2024-12-14,491.42,4.14,12,35.14,2024-12-19,
596,566,2025-03-02,360.58,3.56,5,49.35,2025-03-08,
597,586,2026-03-27,0.0,1.15,7,44.33,2026-04-01,2026-04-11 00:00:00
598,438,2026-05-03,855.47,-12.34,4,7.21,2026-05-07,2026-05-14 00:00:00
599,399,2023-08-05,730.25,1.67,4,46.46,2023-08-12,2023-08-19 00:00:00
600,211,2023-03-28,1140.31,11.72,3,16.67,2023-04-03,
601,519,2024-08-14,1938.17,-12.05,2,45.84,2024-08-20,2024-08-30 00:00:00
602,189,2023-05-09,1711.19,2.82,7,14.35,2023-05-15,2023-05-29 00:00:00
603,466,2026-08-17,670.35,19.33,13,23.75,2026-08-20,
604,543,2024-03-09,0.0,-10.95,11,5.4,2024-03-13,
605,422,2025-03-11,358.12,16.44,5,9.3,2025-03-13,2025-03-20 00:00:00
606,192,2024-07-09,443.82,-9.63,11,15.86,2024-07-11,
607,405,2024-04-07,750.57,-10.88,1,9.52,2024-04-13,2024-04-20 00:00:00
608,400,2023-08-01,271.21,4.46,1,15.81,2023-08-09,
609,297,2024-01-07,551.88,15.58,6,41.51,2024-01-10,2024-01-21 00:00:00
610,285,2024-01-10,769.74,5.46,7,34.67,2024-01-16,
611,356,2023-01-18,847.11,3.71,8,32.21,2023-01-20,
612,105,2024-03-14,326.4,-8.36,13,29.32,2024-03-18,
613,405,2024-11-12,0.0,8.48,10,20.92,2024-11-17,2024-12-01 00:00:00
614,435,2023-08-08,164.79,9.96,8,35.03,2023-08-15,2023-08-22 00:00:00
615,241,2023-07-31,0.0,15.88,6,20.25,2023-08-04,2023-08-18 00:00:00
616,479,2024-02-18,272.2,3.24,12,42.68,2024-02-26,2024-03-01 00:00:00
617,438,2026-02-27,1935.42,3.46,13,38.51,2026-03-02,2026-03-16 00:00:00
618,189,2026-09-28,1226.26,5.62,4,7.27,2026-10-05,2026-10-19 00:00:00
619,188,2023-01-16,1283.36,-9.67,1,46.15,2023-01-20,
620,143,2024-03-10,1038.98,5.28,7,33.54,2024-03-16,
621,212,2026-09-23,1160.35,16.44,9,40.7,2026-10-01,
622,362,2023-09-30,1564.51,3.89,9,19.36,2023-10-07,2023-10-19 00:00:00
623,229,2024-10-26,705.8,6.84,12,37.33,2024-10-29,
624,144,2024-05-19,195.61,17.85,11,19.21,2024-05-26,2024-05-31 00:00:00
625,316,2025-10-08,1952.46,5.02,12,20.52,2025-10-14,2025-10-18 00:00:00
626,183,2026-11-18,372.94,3.89,6,34.28,2026-11-23,2026-12-03 00:00:00
627,440,2023-04-27,341.36,-3.74,8,18.13,2023-05-04,2023-05-07 00:00:00
628,290,2025-07-31,227.7,10.41,11,41.17,2025-08-04,2025-08-07 00:00:00
629,386,2026-06-05,468.88,-7.91,8,16.93,2026-06-10,
630,258,2023-06-05,1145.08,9.71,0,9.81,2023-06-08,2023-06-22 00:00:00
631,514,2025-07-29,800.57,0.44,13,47.89,2025-08-04,2025-08-11 00:00:00
632,575,2026-09-18,0.0,-4.17,11,33.37,2026-09-22,
633,113,2026-11-19,1448.76,-3.75,10,32.82,2026-11-26,2026-12-05 00:00:00
634,471,2026-08-13,1520.58,1.0,8,5.51,2026-08-20,
635,124,2023-02-04,1850.46,-8.93,14,24.86,2023-02-08,
636,432,2025-07-21,710.78,-1.77,14,5.32,2025-07-25,2025-08-04 00:00:00
637,511,2026-09-03,1381.84,9.86,2,16.12,2026-09-08,
638,142,2024-11-07,1018.23,19.58,4,43.03,2024-11-10,2024-11-23 00:00:00
639,297,2023-08-14,497.17,4.0,8,42.8,2023-08-17,2023-08-25 00:00:00
640,277,2023-09-12,744.48,19.26,8,26.72,2023-09-14,
641,566,2026-01-29,1794.1,-13.11,6,46.23,2026-02-02,
642,322,2025-09-14,1631.01,-6.53,13,21.55,2025-09-21,
643,285,2023-03-05,591.78,-14.73,9,33.45,2023-03-13,2023-03-24 00:00:00
644,449,2024-11-16,1075.32,-4.49,5,20.88,2024-11-21,
645,125,2025-04-18,1304.2,1.18,1,17.37,2025-04-24,
646,342,2023-03-04,1469.13,3.66,11,30.26,2023-03-11,
647,151,2025-08-31,798.84,-2.26,1,47.02,2025-09-05,
648,149,2023-12-24,1335.99,4.03,2,16.59,2023-12-29,2024-01-10 00:00:00
649,552,2023-05-02,213.31,16.07,8,23.3,2023-05-05,
650,140,2025-02-03,1088.76,-9.54,11,23.69,2025-02-07,2025-02-13 00:00:00
651,391,2025-03-26,1451.13,-0.18,10,15.07,2025-03-29,
652,423,2024-03-27,292.71,6.26,9,9.62,2024-04-03,
653,276,2025-06-19,1415.31,-5.9,10,15.41,2025-06-22,
654,387,2025-01-18,526.4,8.82,6,37.7,2025-01-20,2025-01-23 00:00:00
655,587,2024-08-11,1758.53,14.83,4,48.25,2024-08-19,2024-09-01 00:00:00
656,350,2026-09-19,1501.85,0.85,2,5.6,2026-09-24,2026-09-30 00:00:00
657,527,2024-12-21,1187.2,11.02,10,48.78,2024-12-28,2025-01-12 00:00:00
658,155,2026-10-14,777.05,18.67,8,48.14,2026-10-21,
659,167,2023-03-11,0.0,-4.0,12,43.79,2023-03-17,2023-03-30 00:00:00
660,429,2026-02-25,1236.49,12.44,13,39.17,2026-02-27,
661,288,2026-06-09,397.75,-1.11,13,14.64,2026-06-14,2026-06-20 00:00:00
662,300,2023-05-15,160.73,-4.13,8,21.51,2023-05-18,
663,330,2023-08-25,1775.57,-13.51,3,49.06,2023-09-01,
664,363,2026-09-22,0.0,-4.92,3,32.34,2026-09-27,2026-10-06 00:00:00
665,246,2026-10-27,1281.4,5.54,2,42.53,2026-10-31,
666,266,2025-12-28,1412.93,-3.62,10,48.1,2026-01-04,2026-01-07 00:00:00
667,570,2026-09-16,1284.84,-1.84,9,33.4,2026-09-18,2026-10-03 00:00:00
668,389,2026-05-16,1570.37,-4.42,8,11.86,2026-05-22,2026-06-06 00:00:00
669,347,2024-09-03,0.0,-0.27,8,9.91,2024-09-07,2024-09-19 00:00:00
670,334,2023-05-15,234.27,-11.3,6,28.53,2023-05-19,
671,254,2024-01-23,235.37,3.38,1,44.23,2024-01-27,2024-02-06 00:00:00
672,105,2026-03-07,934.64,-12.68,2,28.73,2026-03-14,
673,294,2024-12-22,0.0,13.17,8,47.3,2024-12-30,
674,547,2026-07-27,89.38,14.96,4,12.45,2026-07-30,2026-08-11 00:00:00
675,260,2026-02-03,1217.52,17.87,3,22.56,2026-02-10,
676,429,2026-07-07,1566.52,-7.44,1,18.28,2026-07-10,2026-07-20 00:00:00
677,305,2024-06-19,550.63,3.76,9,20.35,2024-06-21,
678,238,2023-03-10,0.0,-8.62,7,40.21,2023-03-17,
679,233,2025-02-22,185.76,3.52,1,9.51,2025-03-01,2025-03-06 00:00:00
