AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
19-24,U,25-34K,Probable Owner,Unknown,5+,None/Unknown,442
35-44,U,75-99K,Probable Owner,2 Adults No Kids,5+,1,443
65+,U,Under 15K,Renter,1 Adult Kids,2,1,444
35-44,U,175-199K,Probable Renter,2 Adults No Kids,3,1,445
19-24,B,175-199K,Probable Owner,Unknown,3,None/Unknown,446
25-34,B,50-74K,Unknown,1 Adult Kids,3,2,447
19-24,A,15-24K,Probable Renter,2 Adults Kids,1,3+,448
25-34,A,150-174K,Probable Owner,Unknown,1,3+,449
25-34,A,75-99K,Probable Renter,Single Male,5+,None/Unknown,450
65+,B,175-199K,Renter,1 Adult Kids,4,None/Unknown,451
25-34,U,150-174K,Probable Renter,Unknown,5+,2,452
19-24,A,100-124K,Homeowner,Unknown,5+,None/Unknown,453
25-34,U,200-249K,Renter,1 Adult Kids,5+,2,454
25-34,U,100-124K,Probable Renter,Single Male,1,1,455
45-54,A,200-249K,Unknown,1 Adult Kids,1,3+,456
55-64,U,35-49K,Renter,Single Male,3,3+,457
65+,B,150-174K,Renter,1 Adult Kids,1,3+,458
55-64,A,200-249K,Probable Renter,2 Adults No Kids,1,1,459
55-64,A,250K+,Probable Renter,1 Adult Kids,2,1,460
25-34,B,150-174K,Probable Owner,1 Adult Kids,1,2,461
45-54,U,50-74K,Probable Renter,2 Adults No Kids,2,None/Unknown,462
19-24,U,125-149K,Probable Owner,Single Female,4,3+,463
25-34,A,175-199K,Probable Owner,2 Adults Kids,5+,2,464
45-54,U,150-174K,Probable Renter,Unknown,2,1,465
35-44,A,150-174K,Unknown,Single Female,4,None/Unknown,466
45-54,U,200-249K,Probable Renter,2 Adults No Kids,5+,3+,467
65+,A,15-24K,Homeowner,Single Female,5+,3+,468
25-34,U,50-74K,Homeowner,1 Adult Kids,4,1,469
55-64,A,35-49K,Renter,Unknown,3,3+,470
45-54,U,Under 15K,Probable Owner,2 Adults No Kids,5+,1,471
25-34,A,200-249K,Homeowner,Single Female,3,2,472
65+,B,35-49K,Probable Renter,2 Adults Kids,3,2,473
25-34,B,Under 15K,Renter,2 Adults Kids,1,3+,474
35-44,U,15-24K,Probable Renter,2 Adults No Kids,3,3+,475
35-44,A,25-34K,Renter,Single Male,2,3+,476
25-34,U,125-149K,Renter,2 Adults Kids,2,None/Unknown,477
35-44,B,25-34K,Probable Owner,Single Female,2,2,478
45-54,B,200-249K,Probable Owner,1 Adult Kids,5+,1,479
25-34,U,250K+,Unknown,Single Female,4,None/Unknown,480
55-64,B,25-34K,Renter,2 Adults No Kids,1,3+,481
25-34,B,Under 15K,Probable Owner,2 Adults No Kids,4,None/Unknown,482
55-64,B,50-74K,Unknown,1 Adult Kids,1,2,483
45-54,A,125-149K,Probable Renter,Single Female,4,None/Unknown,484
55-64,A,150-174K,Homeowner,Single Male,1,None/Unknown,485
25-34,A,100-124K,Renter,2 Adults Kids,2,None/Unknown,486
35-44,A,250K+,Renter,Single Male,4,3+,487
65+,U,15-24K,Homeowner,2 Adults No Kids,4,None/Unknown,488
25-34,A,250K+,Renter,1 Adult Kids,1,None/Unknown,489
19-24,A,175-199K,Renter,2 Adults Kids,1,3+,490
19-24,U,125-149K,Homeowner,1 Adult Kids,3,2,491
65+,A,175-199K,Homeowner,1 Adult Kids,5+,1,492
35-44,U,175-199K,Probable Renter,2 Adults Kids,1,2,493
19-24,U,15-24K,Unknown,2 Adults No Kids,5+,2,494
25-34,B,50-74K,Homeowner,2 Adults Kids,5+,3+,495
19-24,U,15-24K,Unknown,Single Male,2,1,496
55-64,U,175-199K,Unknown,2 Adults No Kids,5+,2,497
35-44,B,150-174K,Homeowner,2 Adults No Kids,2,1,498
55-64,B,200-249K,Unknown,Unknown,1,2,499
19-24,U,200-249K,Probable Owner,Single Male,3,None/Unknown,500
65+,A,25-34K,Probable Renter,1 Adult Kids,2,1,501
55-64,B,200-249K,Unknown,Single Male,3,2,502
19-24,B,100-124K,Homeowner,Single Male,4,2,503
25-34,B,25-34K,Probable Renter,Unknown,2,None/Unknown,504
25-34,B,100-124K,Probable Renter,1 Adult Kids,4,2,505
19-24,U,25-34K,Renter,2 Adults Kids,5+,1,506
45-54,U,Under 15K,Homeowner,Single Male,4,2,507
19-24,B,25-34K,Probable Owner,1 Adult Kids,3,3+,508
55-64,A,50-74K,Probable Owner,Unknown,3,3+,509
35-44,B,250K+,Homeowner,1 Adult Kids,3,None/Unknown,510
65+,U,75-99K,Unknown,Unknown,1,2,511
55-64,A,50-74K,Probable Renter,Unknown,3,1,512
65+,U,175-199K,Renter,Unknown,5+,1,513
19-24,B,150-174K,Probable Renter,Single Female,4,3+,514
55-64,U,125-149K,Renter,2 Adults No Kids,2,1,515
55-64,U,125-149K,Probable Owner,2 Adults No Kids,4,1,516
19-24,B,75-99K,Unknown,2 Adults Kids,3,2,517
65+,A,200-249K,Probable Owner,2 Adults No Kids,1,None/Unknown,518
55-64,A,175-199K,Homeowner,Single Female,2,3+,519
55-64,A,175-199K,Homeowner,2 Adults Kids,1,3+,520
55-64,U,150-174K,Unknown,Single Female,4,3+,521
25-34,B,250K+,Renter,Unknown,5+,1,522
45-54,A,35-49K,Probable Renter,2 Adults Kids,5+,3+,523
65+,U,125-149K,Probable Renter,2 Adults No Kids,4,3+,524
65+,A,25-34K,Probable Renter,Single Female,1,2,525
35-44,B,100-124K,Homeowner,2 Adults No Kids,2,1,526
55-64,A,15-24K,Renter,Single Male,5+,2,527
45-54,B,100-124K,Renter,2 Adults Kids,2,None/Unknown,528
25-34,A,100-124K,Unknown,2 Adults No Kids,1,None/Unknown,529
25-34,A,50-74K,Renter,2 Adults Kids,3,3+,530
55-64,U,Under 15K,Probable Renter,1 Adult Kids,5+,2,531
45-54,U,150-174K,Renter,Unknown,5+,1,532
45-54,A,200-249K,Probable Owner,1 Adult Kids,5+,1,533
19-24,U,25-34K,Unknown,Unknown,1,3+,534
45-54,A,Under 15K,Probable Renter,2 Adults Kids,5+,1,535
19-24,B,150-174K,Probable Owner,2 Adults Kids,4,3+,536
55-64,A,75-99K,Renter,Single Male,1,3+,537
45-54,B,25-34K,Renter,1 Adult Kids,4,1,538
19-24,U,100-124K,Probable Renter,2 Adults No Kids,4,2,539
55-64,A,250K+,Homeowner,2 Adults Kids,2,None/Unknown,540
55-64,B,50-74K,Probable Renter,1 Adult Kids,3,None/Unknown,541
35-44,U,100-124K,Probable Owner,Single Male,4,3+,542
55-64,U,50-74K,Probable Owner,2 Adults No Kids,3,None/Unknown,543
19-24,B,100-124K,Probable Owner,Single Female,4,3+,544
35-44,B,125-149K,Unknown,Single Male,2,3+,545
25-34,A,175-199K,Probable Owner,Unknown,5+,3+,546
35-44,B,35-49K,Homeowner,Single Male,4,1,547
25-34,A,125-149K,Homeowner,2 Adults No Kids,5+,1,548
35-44,B,35-49K,Unknown,2 Adults No Kids,2,1,549
35-44,A,25-34K,Renter,2 Adults Kids,3,3+,550
19-24,U,200-249K,Unknown,1 Adult Kids,2,2,551
25-34,B,200-249K,Probable Owner,Single Male,3,1,552
65+,A,Under 15K,Homeowner,2 Adults No Kids,1,2,553
35-44,B,200-249K,Unknown,2 Adults No Kids,5+,1,554
55-64,B,25-34K,Probable Renter,2 Adults Kids,2,1,555
45-54,B,100-124K,Probable Renter,Unknown,5+,2,556
19-24,B,75-99K,Homeowner,Unknown,4,3+,557
55-64,B,50-74K,Renter,1 Adult Kids,1,1,558
19-24,A,200-249K,Renter,1 Adult Kids,3,None/Unknown,559
65+,A,150-174K,Unknown,2 Adults Kids,5+,1,560
45-54,A,125-149K,Renter,2 Adults No Kids,5+,2,561
35-44,U,100-124K,Renter,Unknown,3,1,562
45-54,B,15-24K,Homeowner,Single Male,4,None/Unknown,563
25-34,B,150-174K,Homeowner,Single Female,5+,2,564
35-44,B,25-34K,Homeowner,Unknown,1,None/Unknown,565
45-54,A,125-149K,Homeowner,2 Adults No Kids,1,1,566
25-34,U,125-149K,Unknown,Single Male,4,2,567
25-34,A,75-99K,Probable Owner,Unknown,1,3+,568
45-54,U,175-199K,Homeowner,2 Adults No Kids,2,2,569
35-44,B,125-149K,Renter,1 Adult Kids,1,None/Unknown,570
65+,B,75-99K,Homeowner,Single Male,3,2,571
19-24,U,100-124K,Homeowner,1 Adult Kids,1,2,572
55-64,U,175-199K,Probable Renter,2 Adults No Kids,2,None/Unknown,573
45-54,A,175-199K,Probable Renter,1 Adult Kids,3,2,574
55-64,U,15-24K,Homeowner,1 Adult Kids,2,3+,575
25-34,U,50-74K,Homeowner,2 Adults Kids,4,2,576
19-24,A,125-149K,Probable Renter,Single Female,2,None/Unknown,577
45-54,A,200-249K,Unknown,1 Adult Kids,2,2,578
55-64,B,175-199K,Unknown,1 Adult Kids,3,1,579
25-34,B,150-174K,Probable Renter,Unknown,4,2,580
35-44,U,15-24K,Renter,1 Adult Kids,2,2,581
55-64,U,15-24K,Probable Owner,Single Male,1,None/Unknown,582
65+,B,Under 15K,Renter,Single Male,1,1,583
65+,B,100-124K,Probable Renter,2 Adults No Kids,5+,3+,584
45-54,B,25-34K,Probable Renter,2 Adults Kids,2,None/Unknown,585
45-54,B,25-34K,Homeowner,Single Male,2,None/Unknown,586
19-24,U,175-199K,Renter,1 Adult Kids,3,2,587
55-64,A,15-24K,Renter,2 Adults Kids,5+,1,588
65+,A,125-149K,Homeowner,Unknown,3,1,589
35-44,A,Under 15K,Renter,Unknown,5+,3+,590
65+,U,100-124K,Probable Renter,Unknown,3,3+,591
55-64,U,75-99K,Unknown,2 Adults No Kids,1,None/Unknown,592
19-24,B,250K+,Probable Renter,Single Female,2,3+,593
45-54,A,175-199K,Renter,Single Male,4,3+,594
19-24,U,75-99K,Renter,Unknown,2,3+,595
55-64,U,75-99K,Homeowner,2 Adults Kids,5+,None/Unknown,596
25-34,A,125-149K,Homeowner,Single Male,5+,2,597
45-54,B,175-199K,Unknown,Single Male,3,2,598
35-44,U,200-249K,Probable Owner,1 Adult Kids,5+,3+,599
25-34,A,100-124K,Homeowner,2 Adults Kids,3,2,600
45-54,B,150-174K,Homeowner,Unknown,4,1,601
55-64,A,25-34K,Unknown,Single Female,4,1,602
45-54,A,75-99K,Probable Renter,1 Adult Kids,3,None/Unknown,603
55-64,B,200-249K,Renter,Single Female,1,2,604
25-34,A,35-49K,Renter,1 Adult Kids,2,None/Unknown,605
65+,A,175-199K,Homeowner,1 Adult Kids,5+,3+,606
45-54,U,175-199K,Renter,2 Adults No Kids,3,1,607
55-64,A,175-199K,Unknown,2 Adults No Kids,3,1,608
35-44,B,250K+,Renter,Single Male,1,3+,609
65+,A,100-124K,Probable Renter,Single Female,4,1,610
55-64,B,150-174K,Probable Owner,1 Adult Kids,2,2,611
19-24,A,175-199K,Renter,2 Adults No Kids,3,3+,612
19-24,A,25-34K,Renter,Single Female,2,2,613
25-34,B,200-249K,Renter,2 Adults No Kids,5+,1,614
25-34,A,150-174K,Probable Renter,Unknown,4,None/Unknown,615
25-34,A,Under 15K,Probable Owner,2 Adults No Kids,1,1,616
55-64,A,35-49K,Homeowner,2 Adults No Kids,5+,1,617
25-34,A,125-149K,Homeowner,Unknown,1,2,618
65+,A,75-99K,Probable Owner,2 Adults No Kids,2,1,619
65+,U,25-34K,Unknown,2 Adults No Kids,4,2,620
45-54,B,35-49K,Renter,2 Adults No Kids,5+,1,621
35-44,A,35-49K,Homeowner,2 Adults Kids,5+,1,622
35-44,A,250K+,Probable Owner,1 Adult Kids,1,1,623
25-34,A,Under 15K,Renter,1 Adult Kids,3,1,624
19-24,U,50-74K,Renter,Single Female,3,None/Unknown,625
55-64,U,175-199K,Probable Renter,Single Female,4,3+,626
35-44,U,25-34K,Renter,2 Adults No Kids,4,1,627
45-54,A,Under 15K,Homeowner,2 Adults No Kids,1,None/Unknown,628
25-34,U,150-174K,Renter,Single Male,3,1,629
25-34,U,250K+,Unknown,2 Adults Kids,2,3+,630
65+,A,175-199K,Homeowner,1 Adult Kids,1,3+,631
55-64,U,15-24K,Probable Renter,Single Female,4,1,632
55-64,A,75-99K,Probable Renter,2 Adults No Kids,5+,1,633
55-64,A,35-49K,Probable Renter,Single Male,5+,2,634
25-34,B,25-34K,Probable Owner,Unknown,2,None/Unknown,635
45-54,A,25-34K,Renter,Single Male,4,None/Unknown,636
19-24,U,75-99K,Unknown,1 Adult Kids,1,None/Unknown,637
19-24,B,250K+,Probable Owner,2 Adults No Kids,1,2,638
55-64,U,15-24K,Renter,Unknown,4,3+,639
55-64,B,25-34K,Probable Renter,1 Adult Kids,1,3+,640
35-44,B,35-49K,Probable Renter,Single Female,1,1,641
55-64,A,175-199K,Probable Owner,2 Adults No Kids,1,None/Unknown,642
25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,643
19-24,U,175-199K,Renter,2 Adults Kids,4,2,644
35-44,B,75-99K,Unknown,2 Adults No Kids,2,2,645
19-24,B,Under 15K,Probable Owner,Single Male,5+,None/Unknown,646
35-44,A,100-124K,Probable Owner,2 Adults No Kids,3,2,647
25-34,B,125-149K,Homeowner,Unknown,2,1,648
65+,A,175-199K,Homeowner,2 Adults No Kids,5+,1,649
35-44,U,175-199K,Renter,Single Male,1,1,650
65+,U,15-24K,Probable Renter,2 Adults No Kids,1,2,651
25-34,B,25-34K,Probable Renter,1 Adult Kids,1,2,652
35-44,B,125-149K,Probable Owner,Single Female,1,1,653
35-44,A,250K+,Unknown,1 Adult Kids,2,3+,654
25-34,B,175-199K,Unknown,2 Adults Kids,4,2,655
25-34,U,250K+,Renter,Unknown,3,1,656
55-64,U,125-149K,Unknown,Unknown,2,1,657
25-34,U,Under 15K,Probable Owner,2 Adults Kids,2,2,658
45-54,U,15-24K,Homeowner,1 Adult Kids,1,1,659
45-54,A,175-199K,Homeowner,1 Adult Kids,5+,2,660
55-64,U,25-34K,Probable Owner,2 Adults Kids,3,3+,661
45-54,A,150-174K,Unknown,Single Male,1,3+,662
35-44,U,50-74K,Probable Owner,Unknown,2,2,663
45-54,A,175-199K,Renter,Single Female,1,2,664
19-24,B,25-34K,Homeowner,2 Adults Kids,2,1,665
45-54,B,25-34K,Renter,1 Adult Kids,1,None/Unknown,666
45-54,A,50-74K,Homeowner,2 Adults No Kids,4,None/Unknown,667
19-24,B,75-99K,Probable Renter,Single Female,4,2,668
25-34,A,175-199K,Renter,Unknown,1,2,669
35-44,B,35-49K,Unknown,Single Male,2,3+,670
45-54,U,75-99K,Homeowner,Single Male,5+,None/Unknown,671
35-44,U,200-249K,Homeowner,Single Male,5+,3+,672
65+,U,Under 15K,Probable Renter,Single Male,3,None/Unknown,673
25-34,B,25-34K,Unknown,Single Female,3,2,674
19-24,U,Under 15K,Unknown,2 Adults No Kids,1,None/Unknown,675
25-34,U,125-149K,Homeowner,2 Adults No Kids,1,1,676
25-34,U,125-149K,Probable Owner,Single Male,5+,2,677
25-34,B,250K+,Homeowner,Single Female,5+,2,678
25-34,B,75-99K,Probable Owner,Single Male,2,2,679
35-44,B,15-24K,Renter,1 Adult Kids,4,None/Unknown,680
65+,B,175-199K,Probable Renter,Unknown,5+,3+,681
19-24,B,35-49K,Homeowner,Unknown,4,None/Unknown,682
35-44,U,125-149K,Probable Renter,Single Female,2,None/Unknown,683
65+,U,35-49K,Unknown,Single Female,1,2,684
55-64,U,35-49K,Probable Renter,2 Adults No Kids,1,3+,685
65+,A,250K+,Probable Owner,Single Female,3,3+,686
19-24,A,200-249K,Probable Renter,2 Adults Kids,5+,1,687
35-44,B,250K+,Probable Owner,Unknown,2,3+,688
19-24,A,175-199K,Probable Renter,Single Female,3,None/Unknown,689
25-34,U,50-74K,Probable Renter,1 Adult Kids,3,2,690
55-64,B,200-249K,Unknown,Single Male,1,None/Unknown,691
55-64,A,35-49K,Unknown,2 Adults Kids,5+,3+,692
19-24,U,250K+,Probable Owner,1 Adult Kids,2,1,693
25-34,B,Under 15K,Probable Renter,1 Adult Kids,2,2,694
55-64,B,100-124K,Probable Owner,2 Adults Kids,3,1,695
55-64,A,250K+,Unknown,1 Adult Kids,4,2,696
45-54,B,Under 15K,Renter,1 Adult Kids,2,3+,697
35-44,B,125-149K,Homeowner,2 Adults No Kids,1,3+,698
35-44,U,15-24K,Probable Renter,Unknown,4,None/Unknown,699
35-44,B,25-34K,Unknown,2 Adults Kids,2,1,700
25-34,U,200-249K,Probable Renter,2 Adults Kids,1,None/Unknown,701
35-44,B,100-124K,Renter,2 Adults Kids,3,3+,702
35-44,B,175-199K,Probable Owner,2 Adults No Kids,4,None/Unknown,703
65+,A,150-174K,Unknown,Single Female,4,1,704
45-54,A,15-24K,Renter,2 Adults No Kids,2,1,705
65+,B,Under 15K,Probable Owner,Single Female,3,1,706
35-44,A,125-149K,Renter,2 Adults No Kids,4,2,707
55-64,A,15-24K,Probable Renter,Single Male,5+,2,708
65+,A,250K+,Homeowner,1 Adult Kids,1,2,709
45-54,U,125-149K,Probable Renter,Single Female,3,2,710
65+,A,35-49K,Renter,1 Adult Kids,1,1,711
45-54,A,15-24K,Probable Renter,Single Female,3,2,712
55-64,B,15-24K,Probable Renter,2 Adults No Kids,5+,1,713
55-64,U,250K+,Renter,2 Adults No Kids,2,2,714
65+,B,15-24K,Unknown,2 Adults No Kids,4,1,715
25-34,B,150-174K,Probable Owner,Single Male,1,2,716
19-24,U,175-199K,Probable Owner,1 Adult Kids,2,2,717
45-54,A,25-34K,Renter,2 Adults Kids,2,2,718
25-34,A,150-174K,Renter,2 Adults Kids,4,None/Unknown,719
25-34,A,50-74K,Probable Renter,Unknown,4,2,720
35-44,B,200-249K,Unknown,1 Adult Kids,4,1,721
55-64,U,35-49K,Probable Renter,Single Female,3,None/Unknown,722
55-64,U,200-249K,Renter,Unknown,2,None/Unknown,723
65+,B,200-249K,Unknown,1 Adult Kids,3,3+,724
55-64,U,35-49K,Homeowner,1 Adult Kids,3,None/Unknown,725
35-44,U,25-34K,Renter,Single Male,4,3+,726
65+,B,Under 15K,Unknown,2 Adults No Kids,1,3+,727
55-64,B,175-199K,Homeowner,Unknown,5+,3+,728
55-64,A,150-174K,Unknown,2 Adults Kids,3,None/Unknown,729
65+,U,125-149K,Homeowner,1 Adult Kids,1,2,730
45-54,A,100-124K,Renter,Unknown,2,None/Unknown,731
25-34,A,75-99K,Homeowner,Single Male,2,None/Unknown,732
45-54,B,25-34K,Renter,Single Female,1,2,733
25-34,A,Under 15K,Probable Renter,1 Adult Kids,3,None/Unknown,734
35-44,U,15-24K,Homeowner,1 Adult Kids,1,2,735
45-54,U,150-174K,Probable Renter,Single Female,5+,2,736
55-64,B,250K+,Probable Renter,1 Adult Kids,1,3+,737
65+,B,75-99K,Probable Renter,2 Adults Kids,3,None/Unknown,738
25-34,U,125-149K,Probable Owner,1 Adult Kids,4,2,739
55-64,U,75-99K,Homeowner,1 Adult Kids,2,1,740
25-34,U,125-149K,Homeowner,Single Male,5+,3+,741
25-34,B,175-199K,Unknown,1 Adult Kids,3,2,742
45-54,U,50-74K,Renter,2 Adults Kids,3,3+,743
35-44,U,100-124K,Renter,2 Adults No Kids,1,3+,744
45-54,B,125-149K,Unknown,2 Adults No Kids,5+,None/Unknown,745
65+,A,15-24K,Probable Owner,2 Adults Kids,2,1,746
45-54,A,175-199K,Probable Owner,Unknown,4,None/Unknown,747
19-24,A,100-124K,Renter,2 Adults No Kids,1,2,748
25-34,B,200-249K,Renter,Unknown,3,3+,749
35-44,A,Under 15K,Probable Owner,1 Adult Kids,1,1,750
35-44,B,Under 15K,Probable Renter,2 Adults Kids,2,3+,751
65+,A,150-174K,Renter,Single Female,2,1,752
45-54,B,75-99K,Homeowner,1 Adult Kids,5+,3+,753
19-24,U,150-174K,Homeowner,Single Male,1,2,754
35-44,B,250K+,Homeowner,2 Adults No Kids,3,1,755
55-64,B,75-99K,Homeowner,2 Adults No Kids,3,1,756
35-44,A,125-149K,Unknown,Unknown,2,2,757
35-44,B,50-74K,Probable Owner,2 Adults No Kids,4,None/Unknown,758
35-44,U,15-24K,Probable Renter,Unknown,5+,3+,759
35-44,A,200-249K,Homeowner,1 Adult Kids,4,3+,760
19-24,B,175-199K,Renter,Single Male,2,3+,761
35-44,B,75-99K,Probable Renter,1 Adult Kids,5+,3+,762
25-34,A,250K+,Probable Renter,2 Adults Kids,3,None/Unknown,763
35-44,A,Under 15K,Probable Owner,2 Adults Kids,4,1,764
19-24,B,200-249K,Renter,Single Male,2,3+,765
19-24,A,25-34K,Unknown,Single Male,3,3+,766
25-34,U,75-99K,Probable Renter,Unknown,2,None/Unknown,767
19-24,U,15-24K,Unknown,Unknown,4,None/Unknown,768
35-44,B,25-34K,Probable Renter,1 Adult Kids,4,3+,769
19-24,A,50-74K,Renter,2 Adults Kids,4,2,770
35-44,U,75-99K,Homeowner,Unknown,1,3+,771
35-44,U,250K+,Probable Renter,Single Male,5+,2,772
65+,B,250K+,Probable Owner,1 Adult Kids,2,None/Unknown,773
45-54,B,175-199K,Probable Renter,2 Adults Kids,3,None/Unknown,774
35-44,U,25-34K,Unknown,2 Adults Kids,5+,None/Unknown,775
19-24,A,75-99K,Renter,Single Female,1,None/Unknown,776
19-24,U,125-149K,Probable Owner,Unknown,4,2,777
19-24,U,15-24K,Probable Renter,Unknown,3,3+,778
65+,U,35-49K,Unknown,Unknown,4,3+,779
25-34,B,200-249K,Probable Renter,Single Female,1,None/Unknown,780
55-64,B,35-49K,Homeowner,Unknown,2,1,781
35-44,U,125-149K,Homeowner,1 Adult Kids,1,3+,782
25-34,B,200-249K,Probable Renter,Single Male,1,2,783
25-34,B,200-249K,Homeowner,2 Adults No Kids,5+,2,784
25-34,U,200-249K,Unknown,2 Adults No Kids,5+,1,785
35-44,U,175-199K,Probable Renter,2 Adults No Kids,1,3+,786
55-64,B,100-124K,Probable Owner,1 Adult Kids,4,1,787
45-54,U,15-24K,Unknown,Unknown,1,1,788
55-64,B,25-34K,Homeowner,1 Adult Kids,1,2,789
65+,B,50-74K,Homeowner,2 Adults No Kids,4,None/Unknown,790
25-34,U,125-149K,Unknown,Single Male,3,1,791
45-54,U,75-99K,Probable Owner,Single Male,1,3+,792
19-24,A,175-199K,Probable Renter,1 Adult Kids,4,3+,793
19-24,B,250K+,Homeowner,Single Male,4,1,794
65+,A,150-174K,Homeowner,Single Female,1,1,795
55-64,B,25-34K,Unknown,2 Adults Kids,1,1,796
55-64,A,175-199K,Unknown,2 Adults Kids,5+,2,797
25-34,U,100-124K,Homeowner,Unknown,4,3+,798
45-54,B,15-24K,Homeowner,1 Adult Kids,4,2,799
35-44,U,Under 15K,Homeowner,Unknown,4,3+,800
19-24,B,Under 15K,Homeowner,Single Male,4,3+,801
35-44,U,175-199K,Probable Renter,Single Female,4,2,802
35-44,U,125-149K,Homeowner,Single Female,3,3+,803
45-54,U,50-74K,Homeowner,Single Female,1,2,804
19-24,B,175-199K,Unknown,Single Female,4,2,805
25-34,A,175-199K,Probable Renter,Unknown,3,None/Unknown,806
55-64,A,125-149K,Renter,1 Adult Kids,2,3+,807
55-64,A,150-174K,Probable Owner,Single Female,4,1,808
19-24,U,150-174K,Unknown,Single Female,1,2,809
25-34,U,35-49K,Homeowner,2 Adults Kids,5+,1,810
25-34,B,75-99K,Probable Owner,Single Male,5+,1,811
35-44,A,150-174K,Probable Renter,Unknown,2,None/Unknown,812
55-64,A,15-24K,Probable Owner,1 Adult Kids,1,1,813
65+,B,175-199K,Probable Renter,2 Adults No Kids,1,3+,814
65+,A,200-249K,Unknown,Unknown,3,3+,815
25-34,U,150-174K,Renter,Single Female,3,3+,816
45-54,A,100-124K,Homeowner,Unknown,1,1,817
55-64,A,100-124K,Unknown,2 Adults Kids,5+,1,818
25-34,B,Under 15K,Probable Renter,Unknown,1,1,819
45-54,A,75-99K,Renter,2 Adults Kids,5+,2,820
19-24,B,175-199K,Probable Owner,1 Adult Kids,4,1,821
35-44,B,200-249K,Homeowner,Unknown,2,None/Unknown,822
35-44,A,250K+,Unknown,2 Adults Kids,4,None/Unknown,823
65+,U,Under 15K,Probable Owner,2 Adults Kids,5+,None/Unknown,824
35-44,B,50-74K,Homeowner,2 Adults No Kids,1,2,825
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,2,826
65+,A,150-174K,Renter,1 Adult Kids,2,2,827
25-34,A,50-74K,Unknown,2 Adults No Kids,1,2,828
55-64,B,35-49K,Probable Renter,2 Adults Kids,5+,3+,829
65+,A,200-249K,Unknown,Single Male,5+,1,830
65+,A,35-49K,Probable Renter,1 Adult Kids,5+,2,831
45-54,A,250K+,Unknown,Single Male,2,1,832
45-54,A,Under 15K,Probable Owner,Single Female,5+,2,833
35-44,B,125-149K,Renter,2 Adults No Kids,4,3+,834
35-44,A,15-24K,Probable Renter,Single Female,2,1,835
65+,U,Under 15K,Renter,1 Adult Kids,1,3+,836
55-64,A,250K+,Probable Owner,2 Adults Kids,4,None/Unknown,837
25-34,A,35-49K,Homeowner,Single Female,1,2,838
19-24,A,50-74K,Renter,2 Adults No Kids,1,1,839
65+,B,75-99K,Homeowner,1 Adult Kids,2,None/Unknown,840
55-64,U,35-49K,Probable Renter,1 Adult Kids,2,3+,841
65+,B,15-24K,Unknown,Unknown,3,2,842
55-64,U,15-24K,Unknown,Single Female,3,3+,843
35-44,A,Under 15K,Probable Renter,2 Adults No Kids,2,3+,844
25-34,A,100-124K,Unknown,2 Adults Kids,1,2,845
25-34,A,125-149K,Probable Owner,Unknown,2,None/Unknown,846
65+,B,50-74K,Renter,1 Adult Kids,5+,3+,847
19-24,U,75-99K,Probable Owner,2 Adults Kids,2,3+,848
65+,B,200-249K,Homeowner,2 Adults No Kids,1,None/Unknown,849
35-44,U,250K+,Homeowner,Unknown,4,None/Unknown,850
35-44,U,50-74K,Unknown,2 Adults Kids,4,None/Unknown,851
25-34,B,100-124K,Homeowner,2 Adults Kids,5+,1,852
45-54,B,Under 15K,Homeowner,Single Female,5+,3+,853
35-44,B,200-249K,Unknown,1 Adult Kids,4,None/Unknown,854
19-24,A,250K+,Homeowner,2 Adults Kids,3,2,855
65+,B,75-99K,Probable Renter,Single Male,3,2,856
65+,A,Under 15K,Renter,Unknown,1,None/Unknown,857
25-34,B,200-249K,Renter,Single Female,3,3+,858
45-54,U,25-34K,Homeowner,2 Adults Kids,3,3+,859
55-64,U,35-49K,Probable Renter,2 Adults Kids,1,2,860
55-64,A,100-124K,Renter,1 Adult Kids,2,3+,861
19-24,A,25-34K,Homeowner,Unknown,4,3+,862
45-54,B,100-124K,Probable Renter,Single Male,3,None/Unknown,863
55-64,U,75-99K,Renter,1 Adult Kids,5+,3+,864
45-54,U,50-74K,Probable Renter,Single Male,5+,None/Unknown,865
65+,A,25-34K,Homeowner,Single Male,1,2,866
55-64,A,175-199K,Probable Renter,Single Male,1,3+,867
45-54,A,15-24K,Renter,Single Male,4,3+,868
55-64,U,25-34K,Probable Owner,Single Female,2,None/Unknown,869
65+,U,250K+,Renter,Single Male,3,2,870
25-34,B,15-24K,Unknown,Single Male,2,None/Unknown,871
25-34,U,100-124K,Probable Owner,Single Male,2,2,872
55-64,B,125-149K,Unknown,Unknown,1,1,873
35-44,A,25-34K,Homeowner,Unknown,1,None/Unknown,874
19-24,U,150-174K,Unknown,Single Male,2,None/Unknown,875
25-34,B,35-49K,Probable Owner,1 Adult Kids,3,1,876
65+,A,Under 15K,Probable Owner,1 Adult Kids,4,None/Unknown,877
65+,B,15-24K,Unknown,2 Adults No Kids,1,None/Unknown,878
35-44,B,15-24K,Probable Owner,Unknown,1,3+,879
35-44,B,250K+,Homeowner,Unknown,4,1,880
