DESCRIPTION,CAMPAIGN,START_DAY,END_DAY
T05586,6,431,446
T05587,7,174,223
T05588,8,444,496
T05589,9,24,83
T05590,10,570,616
T05591,11,510,554
T05592,12,324,369
T05593,13,545,590
T05594,14,204,241
T05595,15,608,639
T05596,16,299,339
T05597,17,248,279
T05598,18,179,225
T05599,19,685,722
T05600,20,236,272
T05601,21,483,516
T05602,22,437,460
T05603,23,50,91
T05604,24,418,453
T05605,25,158,203
T05606,26,232,267
T05607,27,612,667
T05608,28,390,424
T05609,29,365,388
T05610,30,543,593
T05611,1,522,538
T05612,2,54,73
T05613,3,511,570
T05614,4,411,462
T05615,5,400,439
T05616,6,439,493
T05617,7,512,571
T05618,8,128,162
T05619,9,420,476
T05620,10,646,672
T05621,11,20,74
T05622,12,450,487
T05623,13,588,610
T05624,14,350,392
T05625,15,640,683
T05626,16,480,535
T05627,17,393,431
T05628,18,575,592
T05629,19,35,50
T05630,20,175,217
T05631,21,213,233
T05632,22,245,288
T05633,23,142,182
T05634,24,340,358
T05635,25,138,172
T05636,26,321,370
T05637,27,349,393
T05638,28,634,685
T05639,29,143,180
T05640,30,134,163
T05641,1,271,325
T05642,2,49,74
T05643,3,87,108
T05644,4,617,670
T05645,5,62,101
T05646,6,294,321
T05647,7,438,491
T05648,8,450,493
T05649,9,592,624
T05650,10,264,307
T05651,11,676,719
T05652,12,294,346
T05653,13,167,223
T05654,14,45,81
T05655,15,40,67
T05656,16,106,155
T05657,17,179,223
T05658,18,242,280
T05659,19,593,649
T05660,20,685,710
T05661,21,109,161
T05662,22,104,162
T05663,23,440,500
T05664,24,491,550
T05665,25,475,494
T05666,26,31,78
T05667,27,407,446
T05668,28,590,621
T05669,29,459,511
T05670,30,254,303
T05671,1,57,79
T05672,2,570,596
T05673,3,604,626
T05674,4,475,523
T05675,5,106,165
T05676,6,482,529
T05677,7,596,632
T05678,8,689,714
T05679,9,484,530
T05680,10,444,494
T05681,11,1,55
T05682,12,201,216
T05683,13,650,665
T05684,14,319,355
T05685,15,99,123
T05686,16,601,643
T05687,17,631,688
T05688,18,609,629
T05689,19,425,468
T05690,20,96,134
T05691,21,77,106
T05692,22,493,509
T05693,23,105,151
T05694,24,695,716
T05695,25,100,115
T05696,26,455,481
T05697,27,360,396
T05698,28,174,219
T05699,29,527,557
T05700,30,377,436
T05701,1,123,146
T05702,2,454,514
T05703,3,65,79
T05704,4,380,436
T05705,5,224,280
T05706,6,513,571
T05707,7,549,576
T05708,8,316,369
T05709,9,694,742
T05710,10,457,514
T05711,11,476,524
T05712,12,667,719
T05713,13,279,299
T05714,14,356,394
T05715,15,488,539
T05716,16,455,512
T05717,17,531,546
T05718,18,519,560
T05719,19,562,595
T05720,20,477,517
T05721,21,129,164
T05722,22,591,641
T05723,23,412,454
T05724,24,170,199
T05725,25,202,235
T05726,26,396,451
T05727,27,75,133
T05728,28,480,526
T05729,29,584,604
T05730,30,504,548
T05731,1,87,104
T05732,2,696,751
T05733,3,161,178
T05734,4,212,257
T05735,5,548,589
T05736,6,265,286
T05737,7,128,176
T05738,8,631,688
T05739,9,303,345
T05740,10,277,321
T05741,11,80,123
T05742,12,578,628
T05743,13,205,252
T05744,14,544,583
T05745,15,528,558
T05746,16,548,593
T05747,17,552,592
T05748,18,254,303
T05749,19,166,197
T05750,20,400,452
T05751,21,560,602
T05752,22,93,147
T05753,23,421,469
T05754,24,360,396
T05755,25,69,97
T05756,26,88,112
T05757,27,497,551
T05758,28,697,741
T05759,29,219,238
T05760,30,338,360
T05761,1,549,568
T05762,2,367,419
T05763,3,1,32
T05764,4,197,236
T05765,5,656,676
T05766,6,144,195
T05767,7,108,167
T05768,8,334,392
T05769,9,121,178
T05770,10,397,424
T05771,11,619,677
T05772,12,294,329
T05773,13,88,145
T05774,14,166,214
T05775,15,347,405
T05776,16,531,581
T05777,17,77,103
T05778,18,5,51
T05779,19,614,661
T05780,20,85,130
T05781,21,637,657
T05782,22,123,181
T05783,23,335,387
T05784,24,682,728
T05785,25,458,481
T05786,26,270,317
T05787,27,216,248
T05788,28,241,258
T05789,29,644,684
T05790,30,482,514
T05791,1,67,106
T05792,2,501,522
T05793,3,130,159
T05794,4,608,655
T05795,5,562,615
T05796,6,105,132
T05797,7,618,672
T05798,8,606,651
T05799,9,627,665
T05800,10,544,592
T05801,11,494,540
T05802,12,632,684
T05803,13,508,533
T05804,14,282,308
T05805,15,505,527
T05806,16,318,376
T05807,17,655,713
T05808,18,217,258
T05809,19,478,513
T05810,20,130,156
T05811,21,376,416
T05812,22,248,291
T05813,23,103,118
T05814,24,680,734
T05815,25,524,581
T05816,26,578,620
T05817,27,196,222
T05818,28,351,391
T05819,29,77,103
T05820,30,651,707
T05821,1,10,58
T05822,2,342,365
T05823,3,299,344
T05824,4,79,129
T05825,5,384,412
T05826,6,359,386
T05827,7,46,89
T05828,8,461,483
T05829,9,123,169
T05830,10,478,498
T05831,11,387,443
T05832,12,201,233
T05833,13,321,376
T05834,14,499,545
T05835,15,272,318
T05836,16,237,287
T05837,17,581,640
T05838,18,483,515
T05839,19,121,148
T05840,20,373,401
T05841,21,126,185
T05842,22,134,160
T05843,23,698,728
T05844,24,418,472
T05845,25,614,638
T05846,26,578,623
T05847,27,525,553
T05848,28,454,471
T05849,29,74,96
T05850,30,287,332
T05851,1,123,140
T05852,2,95,112
T05853,3,230,276
T05854,4,248,303
T05855,5,221,249
T05856,6,86,105
T05857,7,161,212
T05858,8,460,512
T05859,9,480,535
T05860,10,260,290
T05861,11,348,373
T05862,12,498,552
T05863,13,439,495
T05864,14,618,658
T05865,15,392,449
T05866,16,188,243
T05867,17,312,335
T05868,18,521,546
T05869,19,208,253
T05870,20,447,486
T05871,21,225,267
T05872,22,524,572
T05873,23,256,275
T05874,24,229,245
T05875,25,440,480
T05876,26,496,516
T05877,27,146,200
T05878,28,209,267
T05879,29,500,548
T05880,30,420,469
T05881,1,578,608
T05882,2,230,256
T05883,3,576,602
T05884,4,439,498
T05885,5,269,325
T05886,6,365,421
T05887,7,319,377
T05888,8,557,580
T05889,9,455,484
T05890,10,648,700
T05891,11,371,401
T05892,12,563,619
T05893,13,667,687
T05894,14,425,464
T05895,15,97,128
T05896,16,577,624
T05897,17,488,546
T05898,18,100,115
T05899,19,528,552
T05900,20,634,675
T05901,21,518,572
T05902,22,152,205
T05903,23,131,164
T05904,24,665,701
T05905,25,612,629
T05906,26,602,633
T05907,27,481,504
T05908,28,111,146
T05909,29,353,391
T05910,30,243,266
T05911,1,346,369
T05912,2,383,429
T05913,3,513,559
T05914,4,375,430
T05915,5,523,545
T05916,6,66,89
T05917,7,674,706
T05918,8,61,84
T05919,9,218,264
T05920,10,118,148
T05921,11,23,79
T05922,12,257,310
T05923,13,49,101
T05924,14,549,592
T05925,15,241,260
T05926,16,233,259
T05927,17,111,167
T05928,18,158,214
T05929,19,344,384
T05930,20,567,581
T05931,21,602,640
T05932,22,247,302
T05933,23,261,307
T05934,24,620,649
T05935,25,426,461
T05936,26,590,622
T05937,27,382,436
T05938,28,685,721
T05939,29,482,496
T05940,30,83,142
T05941,1,679,722
T05942,2,170,214
T05943,3,522,558
T05944,4,217,267
T05945,5,542,601
T05946,6,477,507
T05947,7,346,404
T05948,8,510,537
T05949,9,442,473
T05950,10,124,154
T05951,11,616,638
T05952,12,548,587
T05953,13,289,345
T05954,14,5,26
T05955,15,573,592
T05956,16,18,37
T05957,17,674,698
T05958,18,598,613
T05959,19,50,75
T05960,20,692,711
T05961,21,29,71
T05962,22,582,622
T05963,23,669,698
T05964,24,386,425
T05965,25,622,636
T05966,26,137,151
T05967,27,343,363
T05968,28,14,66
T05969,29,647,673
T05970,30,190,250
T05971,1,542,566
T05972,2,107,132
T05973,3,364,386
T05974,4,574,610
T05975,5,368,393
T05976,6,27,49
T05977,7,601,647
T05978,8,76,103
T05979,9,344,366
T05980,10,567,622
T05981,11,256,285
T05982,12,532,579
T05983,13,140,188
T05984,14,346,380
T05985,15,692,751
T05986,16,665,710
T05987,17,576,616
T05988,18,490,543
T05989,19,397,456
T05990,20,206,266
T05991,21,56,80
T05992,22,236,272
T05993,23,592,639
T05994,24,536,593
T05995,25,407,421
T05996,26,59,76
T05997,27,6,21
T05998,28,287,343
T05999,29,404,451
T06000,30,208,244
T06001,1,148,207
T06002,2,312,332
T06003,3,660,695
T06004,4,57,100
T06005,5,430,466
T06006,6,163,221
T06007,7,218,244
T06008,8,325,369
T06009,9,48,108
T06010,10,115,166
T06011,11,105,145
T06012,12,328,345
T06013,13,577,599
T06014,14,614,661
T06015,15,56,95
T06016,16,357,377
T06017,17,359,381
T06018,18,459,475
T06019,19,97,152
T06020,20,156,214
T06021,21,496,527
T06022,22,2,62
T06023,23,118,141
T06024,24,609,650
T06025,25,656,699
T06026,26,428,459
T06027,27,138,169
T06028,28,613,672
T06029,29,325,358
T06030,30,504,544
T06031,1,505,524
T06032,2,599,622
T06033,3,141,174
T06034,4,465,513
T06035,5,155,179
T06036,6,122,182
T06037,7,688,717
T06038,8,143,179
T06039,9,559,606
T06040,10,26,71
T06041,11,415,435
T06042,12,698,720
T06043,13,601,623
T06044,14,490,504
T06045,15,440,496
T06046,16,384,412
T06047,17,662,700
T06048,18,406,426
T06049,19,151,209
T06050,20,86,107
T06051,21,141,168
T06052,22,474,526
T06053,23,157,203
T06054,24,93,123
T06055,25,536,553
T06056,26,159,183
T06057,27,639,685
T06058,28,202,262
T06059,29,345,391
T06060,30,476,506
T06061,1,466,499
T06062,2,275,296
T06063,3,672,694
T06064,4,297,312
T06065,5,287,316
T06066,6,545,575
T06067,7,192,251
T06068,8,541,587
T06069,9,241,270
T06070,10,358,418
T06071,11,682,700
T06072,12,83,119
T06073,13,556,611
T06074,14,176,220
T06075,15,9,33
T06076,16,262,316
T06077,17,371,395
T06078,18,535,572
T06079,19,578,603
T06080,20,226,258
T06081,21,290,330
T06082,22,235,294
T06083,23,219,243
T06084,24,94,112
T06085,25,77,130
T06086,26,260,304
T06087,27,34,52
T06088,28,73,118
T06089,29,152,208
T06090,30,244,294
T06091,1,392,420
T06092,2,654,673
T06093,3,606,661
T06094,4,18,75
T06095,5,685,705
T06096,6,654,670
T06097,7,470,524
T06098,8,445,468
T06099,9,241,286
T06100,10,518,555
T06101,11,355,396
T06102,12,473,494
T06103,13,176,203
T06104,14,668,722
T06105,15,48,66
T06106,16,447,492
T06107,17,315,343
T06108,18,35,58
T06109,19,107,129
T06110,20,30,71
T06111,21,414,443
T06112,22,175,216
T06113,23,463,491
T06114,24,602,639
T06115,25,534,587
T06116,26,295,341
T06117,27,251,274
T06118,28,533,591
T06119,29,385,418
T06120,30,422,453
T06121,1,128,150
T06122,2,399,439
T06123,3,255,270
T06124,4,346,397
T06125,5,422,468
T06126,6,660,688
T06127,7,169,216
T06128,8,156,184
T06129,9,226,244
T06130,10,492,536
T06131,11,508,536
T06132,12,443,475
T06133,13,605,660
T06134,14,244,271
T06135,15,325,383
T06136,16,267,306
T06137,17,564,583
T06138,18,485,540
T06139,19,352,407
T06140,20,351,395
T06141,21,638,672
T06142,22,569,614
T06143,23,666,715
T06144,24,49,87
T06145,25,387,433
T06146,26,671,709
T06147,27,388,405
T06148,28,609,647
T06149,29,668,717
T06150,30,363,378
T06151,1,496,533
T06152,2,399,439
T06153,3,215,263
T06154,4,402,462
T06155,5,179,207
T06156,6,200,248
T06157,7,566,597
T06158,8,78,94
T06159,9,679,697
T06160,10,479,529
T06161,11,357,405
T06162,12,6,64
T06163,13,281,333
T06164,14,379,419
T06165,15,683,723
T06166,16,55,82
T06167,17,324,365
T06168,18,186,212
T06169,19,696,745
T06170,20,26,49
T06171,21,348,382
T06172,22,381,425
T06173,23,566,585
T06174,24,495,546
T06175,25,293,332
T06176,26,198,221
T06177,27,683,736
T06178,28,354,375
T06179,29,286,342
T06180,30,420,463
T06181,1,317,360
T06182,2,57,112
T06183,3,154,181
T06184,4,478,515
T06185,5,412,469
T06186,6,111,164
T06187,7,42,72
T06188,8,189,220
T06189,9,268,322
T06190,10,665,704
T06191,11,130,163
T06192,12,93,134
T06193,13,667,712
T06194,14,279,329
T06195,15,474,505
T06196,16,544,596
T06197,17,636,672
T06198,18,563,591
T06199,19,579,617
T06200,20,45,75
T06201,21,520,546
T06202,22,115,161
T06203,23,141,159
T06204,24,110,158
T06205,25,125,158
T06206,26,531,568
T06207,27,33,74
T06208,28,108,157
T06209,29,449,500
T06210,30,600,641
T06211,1,255,285
T06212,2,675,706
T06213,3,24,64
T06214,4,39,86
T06215,5,575,600
T06216,6,318,362
T06217,7,683,734
T06218,8,136,191
T06219,9,145,169
T06220,10,629,674
T06221,11,546,573
T06222,12,22,76
T06223,13,593,646
T06224,14,86,128
T06225,15,586,611
T06226,16,697,722
T06227,17,628,654
T06228,18,693,744
T06229,19,554,606
T06230,20,64,110
T06231,21,361,397
T06232,22,230,254
T06233,23,491,536
T06234,24,697,740
T06235,25,486,502
T06236,26,366,403
T06237,27,678,695
T06238,28,216,259
T06239,29,94,142
T06240,30,78,135
T06241,1,645,697
T06242,2,392,415
T06243,3,316,374
T06244,4,485,526
T06245,5,418,475
T06246,6,324,383
T06247,7,605,619
T06248,8,347,373
T06249,9,274,326
T06250,10,667,711
T06251,11,365,407
T06252,12,258,290
T06253,13,336,354
T06254,14,57,77
T06255,15,647,704
T06256,16,366,416
T06257,17,572,602
T06258,18,349,386
T06259,19,357,387
T06260,20,343,383
T06261,21,140,167
T06262,22,180,198
T06263,23,467,517
T06264,24,101,132
T06265,25,692,706
T06266,26,107,154
T06267,27,663,701
T06268,28,264,290
T06269,29,354,414
T06270,30,481,499
T06271,1,417,435
T06272,2,511,525
T06273,3,149,201
T06274,4,484,509
T06275,5,512,534
T06276,6,57,79
T06277,7,587,617
T06278,8,368,403
T06279,9,699,731
T06280,10,445,495
T06281,11,481,506
T06282,12,442,461
T06283,13,271,294
T06284,14,276,309
T06285,15,533,560
T06286,16,633,663
T06287,17,103,145
T06288,18,373,418
T06289,19,165,192
T06290,20,52,101
T06291,21,629,668
T06292,22,69,126
T06293,23,143,198
T06294,24,422,473
T06295,25,290,321
T06296,26,393,429
T06297,27,371,390
T06298,28,477,504
T06299,29,484,506
T06300,30,256,288
T06301,1,138,195
T06302,2,239,285
T06303,3,151,177
T06304,4,559,612
T06305,5,159,194
T06306,6,419,454
T06307,7,567,597
T06308,8,443,481
T06309,9,203,247
T06310,10,417,475
T06311,11,513,536
T06312,12,541,585
T06313,13,281,336
T06314,14,158,212
T06315,15,323,376
T06316,16,287,313
T06317,17,492,521
T06318,18,379,429
T06319,19,653,674
T06320,20,545,563
T06321,21,359,405
T06322,22,2,48
T06323,23,261,312
T06324,24,694,748
T06325,25,605,636
T06326,26,503,544
T06327,27,644,682
T06328,28,643,667
T06329,29,495,523
T06330,30,557,600
T06331,1,134,164
T06332,2,564,612
T06333,3,417,443
T06334,4,328,384
T06335,5,604,627
T06336,6,186,207
T06337,7,419,469
T06338,8,233,261
T06339,9,506,543
T06340,10,681,735
T06341,11,193,232
T06342,12,85,116
T06343,13,209,233
T06344,14,402,454
T06345,15,626,663
T06346,16,224,268
T06347,17,433,479
T06348,18,553,610
T06349,19,158,190
T06350,20,56,109
T06351,21,91,143
T06352,22,273,327
T06353,23,120,144
T06354,24,167,218
T06355,25,331,363
T06356,26,465,480
T06357,27,249,279
T06358,28,645,694
T06359,29,620,672
T06360,30,197,216
T06361,1,602,627
T06362,2,410,468
T06363,3,317,370
T06364,4,617,676
T06365,5,170,219
T06366,6,587,633
T06367,7,165,184
T06368,8,466,496
T06369,9,293,346
T06370,10,272,308
T06371,11,626,681
T06372,12,521,560
T06373,13,495,522
T06374,14,587,609
T06375,15,100,120
T06376,16,144,165
T06377,17,587,626
T06378,18,69,116
T06379,19,478,503
T06380,20,32,49
T06381,21,75,89
T06382,22,141,193
T06383,23,190,233
T06384,24,113,161
T06385,25,141,163
T06386,26,634,648
T06387,27,595,628
T06388,28,271,309
T06389,29,504,540
T06390,30,23,68
T06391,1,376,391
T06392,2,276,315
T06393,3,74,133
T06394,4,138,195
T06395,5,129,159
T06396,6,505,525
T06397,7,287,306
T06398,8,80,119
T06399,9,507,534
T06400,10,628,682
T06401,11,438,497
T06402,12,314,349
T06403,13,45,84
T06404,14,512,553
T06405,15,83,116
T06406,16,416,474
T06407,17,113,133
T06408,18,466,509
T06409,19,390,450
T06410,20,585,623
T06411,21,598,625
T06412,22,638,657
T06413,23,116,131
T06414,24,626,675
T06415,25,653,711
T06416,26,611,669
T06417,27,558,584
T06418,28,643,695
T06419,29,465,525
T06420,30,196,246
T06421,1,346,369
T06422,2,469,496
T06423,3,420,464
T06424,4,308,328
T06425,5,195,211
T06426,6,277,313
T06427,7,1,31
T06428,8,466,496
T06429,9,282,304
T06430,10,272,298
T06431,11,538,566
T06432,12,453,482
T06433,13,599,613
T06434,14,15,60
T06435,15,126,182
T06436,16,215,255
T06437,17,325,382
T06438,18,595,616
T06439,19,644,661
T06440,20,443,463
T06441,21,539,566
T06442,22,341,377
T06443,23,266,318
T06444,24,447,498
T06445,25,267,298
T06446,26,480,501
T06447,27,4,48
T06448,28,665,717
T06449,29,675,699
T06450,30,248,284
T06451,1,623,658
T06452,2,329,350
T06453,3,53,96
T06454,4,170,205
T06455,5,261,316
T06456,6,381,424
T06457,7,8,32
T06458,8,506,563
T06459,9,573,625
T06460,10,189,247
T06461,11,677,728
T06462,12,149,170
T06463,13,316,359
T06464,14,390,412
T06465,15,163,210
T06466,16,637,693
T06467,17,534,584
T06468,18,602,627
T06469,19,288,313
T06470,20,571,585
T06471,21,203,223
T06472,22,662,678
T06473,23,525,557
T06474,24,437,458
T06475,25,455,491
T06476,26,586,611
T06477,27,428,462
T06478,28,583,634
T06479,29,223,269
T06480,30,647,701
T06481,1,687,729
T06482,2,656,702
T06483,3,548,595
T06484,4,328,377
T06485,5,557,612
T06486,6,141,189
T06487,7,122,169
T06488,8,570,621
T06489,9,404,442
T06490,10,466,489
T06491,11,450,471
T06492,12,529,563
T06493,13,26,82
T06494,14,516,575
T06495,15,88,121
T06496,16,434,463
T06497,17,356,404
T06498,18,57,106
T06499,19,16,53
T06500,20,653,697
T06501,21,606,624
T06502,22,446,473
T06503,23,244,299
T06504,24,606,631
T06505,25,657,711
T06506,26,560,584
T06507,27,627,674
T06508,28,95,113
T06509,29,541,579
T06510,30,176,207
T06511,1,214,262
T06512,2,23,81
T06513,3,98,117
T06514,4,518,535
T06515,5,200,260
T06516,6,541,597
T06517,7,403,438
T06518,8,47,74
T06519,9,37,75
T06520,10,651,689
T06521,11,415,470
T06522,12,345,400
T06523,13,350,395
T06524,14,348,368
T06525,15,568,598
T06526,16,136,162
T06527,17,539,593
T06528,18,88,121
T06529,19,632,647
T06530,20,15,54
T06531,21,415,455
T06532,22,248,307
T06533,23,142,164
T06534,24,376,424
T06535,25,113,154
T06536,26,5,27
T06537,27,154,181
T06538,28,489,548
T06539,29,505,556
T06540,30,642,693
T06541,1,271,307
T06542,2,60,97
T06543,3,262,320
T06544,4,604,640
T06545,5,171,230
T06546,6,157,179
T06547,7,260,314
T06548,8,588,637
T06549,9,687,725
T06550,10,474,527
T06551,11,666,699
T06552,12,164,187
T06553,13,12,49
T06554,14,518,554
T06555,15,579,603
T06556,16,504,548
T06557,17,358,379
T06558,18,238,252
T06559,19,659,710
T06560,20,681,710
T06561,21,691,736
T06562,22,236,259
T06563,23,579,623
T06564,24,171,221
T06565,25,91,150
T06566,26,307,324
T06567,27,187,243
T06568,28,154,195
T06569,29,520,536
T06570,30,553,574
T06571,1,296,335
T06572,2,253,287
T06573,3,338,353
T06574,4,406,461
T06575,5,440,481
T06576,6,641,695
T06577,7,325,357
T06578,8,48,92
T06579,9,603,624
T06580,10,248,304
T06581,11,473,488
T06582,12,343,387
T06583,13,643,664
T06584,14,124,152
T06585,15,170,212
T06586,16,667,724
T06587,17,171,199
T06588,18,327,368
T06589,19,422,446
T06590,20,647,681
T06591,21,472,521
T06592,22,218,243
T06593,23,70,108
T06594,24,541,573
T06595,25,289,325
T06596,26,402,436
T06597,27,333,356
T06598,28,54,74
T06599,29,201,227
T06600,30,176,190
T06601,1,375,420
T06602,2,209,252
T06603,3,109,167
T06604,4,591,622
T06605,5,42,67
T06606,6,33,78
T06607,7,115,140
T06608,8,493,537
T06609,9,509,530
T06610,10,637,656
T06611,11,60,80
T06612,12,439,469
T06613,13,667,705
T06614,14,44,91
T06615,15,146,202
T06616,16,551,573
T06617,17,115,172
T06618,18,627,651
T06619,19,456,478
T06620,20,401,437
T06621,21,677,720
T06622,22,344,381
T06623,23,178,231
T06624,24,256,310
T06625,25,184,229
T06626,26,442,487
T06627,27,244,271
T06628,28,646,662
T06629,29,168,193
T06630,30,582,608
T06631,1,1,50
T06632,2,297,345
T06633,3,348,367
T06634,4,700,719
T06635,5,83,122
T06636,6,30,77
T06637,7,532,570
T06638,8,662,684
T06639,9,119,160
T06640,10,298,351
T06641,11,284,309
T06642,12,20,43
T06643,13,456,503
T06644,14,73,119
T06645,15,227,252
T06646,16,333,358
T06647,17,320,353
T06648,18,550,586
T06649,19,209,229
T06650,20,512,537
T06651,21,438,487
T06652,22,136,155
T06653,23,359,414
T06654,24,341,381
T06655,25,500,555
T06656,26,90,141
T06657,27,137,151
T06658,28,78,103
T06659,29,267,313
T06660,30,315,348
T06661,1,117,159
T06662,2,66,121
T06663,3,361,393
T06664,4,310,336
T06665,5,601,639
T06666,6,68,116
T06667,7,607,622
T06668,8,501,559
T06669,9,559,585
T06670,10,69,103
T06671,11,159,188
T06672,12,260,310
T06673,13,610,636
T06674,14,662,717
T06675,15,502,562
T06676,16,143,183
T06677,17,604,656
T06678,18,378,398
T06679,19,592,648
T06680,20,125,151
T06681,21,192,206
T06682,22,342,389
T06683,23,332,359
T06684,24,504,534
T06685,25,544,581
T06686,26,528,545
T06687,27,269,316
T06688,28,184,238
T06689,29,473,512
T06690,30,655,687
T06691,1,151,177
T06692,2,673,699
T06693,3,418,469
T06694,4,211,261
T06695,5,5,57
T06696,6,116,149
T06697,7,477,502
T06698,8,25,39
T06699,9,574,590
T06700,10,635,654
T06701,11,141,178
T06702,12,467,495
T06703,13,509,563
T06704,14,548,572
T06705,15,123,139
T06706,16,338,377
T06707,17,471,531
T06708,18,238,265
T06709,19,526,542
T06710,20,430,468
T06711,21,340,362
T06712,22,367,407
T06713,23,483,498
T06714,24,352,389
T06715,25,208,240
T06716,26,199,233
T06717,27,250,287
T06718,28,409,444
T06719,29,62,84
T06720,30,435,479
T06721,1,84,118
T06722,2,249,280
T06723,3,322,357
T06724,4,493,553
T06725,5,278,292
T06726,6,302,332
T06727,7,592,645
T06728,8,164,208
T06729,9,86,104
T06730,10,46,102
T06731,11,525,551
T06732,12,494,544
T06733,13,64,111
T06734,14,464,514
T06735,15,700,749
T06736,16,39,69
T06737,17,68,124
T06738,18,532,572
T06739,19,374,415
T06740,20,470,496
T06741,21,562,599
T06742,22,441,474
T06743,23,682,729
T06744,24,561,578
T06745,25,25,46
T06746,26,684,706
T06747,27,333,393
T06748,28,248,301
T06749,29,36,71
T06750,30,224,249
T06751,1,113,149
T06752,2,612,650
T06753,3,201,241
T06754,4,30,62
T06755,5,1,59
T06756,6,133,165
T06757,7,357,416
T06758,8,88,132
T06759,9,87,138
T06760,10,305,355
T06761,11,282,316
T06762,12,135,181
T06763,13,242,260
T06764,14,338,366
T06765,15,246,292
T06766,16,609,649
T06767,17,12,32
T06768,18,686,702
T06769,19,384,409
T06770,20,563,585
T06771,21,192,234
T06772,22,682,716
T06773,23,206,237
T06774,24,580,638
T06775,25,333,380
T06776,26,686,730
T06777,27,365,405
T06778,28,478,511
T06779,29,679,712
T06780,30,654,681
T06781,1,413,440
T06782,2,161,186
T06783,3,330,389
T06784,4,23,51
T06785,5,148,206
T06786,6,297,336
T06787,7,464,508
T06788,8,525,584
T06789,9,128,173
T06790,10,645,701
T06791,11,231,290
T06792,12,129,151
T06793,13,408,445
T06794,14,489,508
T06795,15,82,114
T06796,16,81,127
T06797,17,496,523
T06798,18,303,361
T06799,19,507,550
T06800,20,478,524
T06801,21,315,338
T06802,22,390,424
T06803,23,595,638
T06804,24,617,664
T06805,25,317,345
T06806,26,389,414
T06807,27,36,54
T06808,28,490,510
T06809,29,690,711
T06810,30,77,107
T06811,1,191,220
T06812,2,59,108
T06813,3,72,121
T06814,4,235,295
T06815,5,664,706
T06816,6,149,187
T06817,7,62,117
T06818,8,240,300
T06819,9,311,350
T06820,10,202,223
T06821,11,464,510
T06822,12,629,643
T06823,13,186,215
T06824,14,414,459
T06825,15,249,303
T06826,16,606,647
T06827,17,228,269
T06828,18,594,645
T06829,19,438,490
T06830,20,126,186
T06831,21,452,501
T06832,22,461,477
T06833,23,18,38
T06834,24,469,529
T06835,25,273,308
T06836,26,208,256
T06837,27,544,573
T06838,28,136,159
T06839,29,96,149
T06840,30,486,519
T06841,1,1,24
T06842,2,522,545
T06843,3,250,268
T06844,4,413,444
T06845,5,254,269
T06846,6,226,262
T06847,7,587,604
T06848,8,80,129
T06849,9,74,120
T06850,10,76,91
T06851,11,163,184
T06852,12,646,663
T06853,13,358,375
T06854,14,187,221
T06855,15,255,304
T06856,16,72,96
T06857,17,700,758
T06858,18,10,43
T06859,19,293,333
T06860,20,641,691
T06861,21,449,501
T06862,22,364,418
T06863,23,337,390
T06864,24,253,311
T06865,25,407,465
T06866,26,675,714
T06867,27,345,375
T06868,28,362,396
T06869,29,172,190
T06870,30,543,600
T06871,1,10,59
T06872,2,322,373
T06873,3,348,380
T06874,4,272,319
T06875,5,445,474
T06876,6,306,354
T06877,7,496,514
T06878,8,525,553
T06879,9,186,237
T06880,10,341,357
T06881,11,403,459
T06882,12,27,75
T06883,13,110,127
T06884,14,630,681
T06885,15,514,547
T06886,16,334,359
T06887,17,489,529
T06888,18,90,142
T06889,19,555,614
T06890,20,550,564
T06891,21,178,208
T06892,22,159,203
T06893,23,274,301
T06894,24,281,300
T06895,25,539,569
T06896,26,130,161
T06897,27,224,258
T06898,28,20,50
T06899,29,525,546
T06900,30,299,347
T06901,1,359,387
T06902,2,614,671
T06903,3,407,453
T06904,4,203,222
T06905,5,563,600
T06906,6,606,630
T06907,7,287,340
T06908,8,652,681
T06909,9,286,329
T06910,10,229,274
T06911,11,135,169
T06912,12,461,503
T06913,13,202,217
T06914,14,448,476
T06915,15,565,602
T06916,16,372,426
T06917,17,391,409
T06918,18,688,739
T06919,19,42,90
T06920,20,59,97
T06921,21,241,295
T06922,22,314,338
T06923,23,351,400
T06924,24,486,538
T06925,25,481,523
T06926,26,167,205
T06927,27,184,219
T06928,28,658,703
T06929,29,426,449
T06930,30,136,186
T06931,1,512,558
T06932,2,167,198
T06933,3,526,578
T06934,4,94,143
T06935,5,141,174
T06936,6,331,368
T06937,7,233,292
T06938,8,455,479
T06939,9,288,311
T06940,10,40,57
T06941,11,624,648
T06942,12,613,665
T06943,13,424,478
T06944,14,660,716
T06945,15,622,658
T06946,16,160,208
T06947,17,7,52
T06948,18,39,83
T06949,19,680,723
T06950,20,71,118
T06951,21,537,556
T06952,22,349,396
T06953,23,323,371
T06954,24,169,192
T06955,25,471,522
T06956,26,211,248
T06957,27,408,431
T06958,28,344,380
T06959,29,605,624
T06960,30,432,467
T06961,1,317,343
T06962,2,269,322
T06963,3,417,460
T06964,4,60,113
T06965,5,678,723
T06966,6,235,281
T06967,7,623,650
T06968,8,648,698
T06969,9,98,154
T06970,10,94,117
T06971,11,524,543
T06972,12,107,122
T06973,13,113,162
T06974,14,33,52
T06975,15,240,297
T06976,16,525,580
T06977,17,664,680
T06978,18,371,426
T06979,19,146,160
T06980,20,426,452
T06981,21,349,394
T06982,22,142,198
