DESCRIPTION,household_key,CAMPAIGN
T00024,7026,24
T00027,3662,27
T00026,7552,26
T00021,9726,21
T00030,3644,30
T00011,8954,11
T00025,9492,25
T00010,4099,10
T00022,1493,22
T00009,3932,9
T00015,2525,15
T00011,9773,11
T00017,4122,17
T00019,4541,19
T00025,1792,25
T00019,2293,19
T00005,8352,5
T00019,2334,19
T00025,8939,25
T00022,5470,22
T00024,519,24
T00030,2866,30
T00016,4512,16
T00024,9759,24
T00026,4301,26
T00002,6763,2
T00023,524,23
T00013,7350,13
T00027,8572,27
T00008,7590,8
T00027,723,27
T00008,3246,8
T00026,9957,26
T00013,9108,13
T00016,6810,16
T00030,7508,30
T00004,2857,4
T00005,3174,5
T00015,3706,15
T00019,2274,19
T00030,2591,30
T00002,3428,2
T00021,906,21
T00015,6111,15
T00001,5952,1
T00026,7806,26
T00002,2200,2
T00029,6931,29
T00027,6985,27
T00002,7734,2
T00029,9251,29
T00002,2821,2
T00020,8567,20
T00002,7552,2
T00018,1406,18
T00006,1309,6
T00013,413,13
T00028,5037,28
T00026,9560,26
T00002,2037,2
T00026,9206,26
T00021,9601,21
T00029,2686,29
T00025,6854,25
T00028,5512,28
T00002,594,2
T00008,9229,8
T00028,1080,28
T00012,6224,12
T00018,3252,18
T00028,5063,28
T00007,4569,7
T00030,7382,30
T00004,1939,4
T00007,5165,7
T00021,1777,21
T00007,9665,7
T00012,9944,12
T00005,8068,5
T00024,4257,24
T00013,8978,13
T00004,6925,4
T00005,73,5
T00005,7120,5
T00017,8251,17
T00029,3536,29
T00015,1522,15
T00012,7892,12
T00026,1509,26
T00027,4391,27
T00001,6628,1
T00020,2775,20
T00025,4882,25
T00027,8119,27
T00004,1814,4
T00005,4055,5
T00011,1588,11
T00015,3749,15
T00011,9396,11
T00011,8055,11
T00026,2532,26
T00010,4720,10
T00025,9880,25
T00007,7479,7
T00013,3118,13
T00030,1092,30
T00024,3315,24
T00003,920,3
T00018,6056,18
T00021,5738,21
T00014,766,14
T00010,9540,10
T00019,1395,19
T00016,6484,16
T00012,4858,12
T00022,4948,22
T00003,7364,3
T00016,7203,16
T00012,8812,12
T00005,3797,5
T00004,6998,4
T00011,8760,11
T00014,4420,14
T00015,746,15
T00027,2940,27
T00014,453,14
T00003,7064,3
T00018,728,18
T00009,7792,9
T00026,4358,26
T00007,6739,7
T00019,4720,19
T00028,6257,28
T00018,989,18
T00012,4709,12
T00025,6542,25
T00008,5520,8
T00023,4485,23
T00026,1402,26
T00011,4012,11
T00002,5127,2
T00007,8646,7
T00014,3967,14
T00016,7610,16
T00006,6138,6
T00007,9737,7
T00021,2651,21
T00023,9253,23
T00003,4992,3
T00014,9999,14
T00014,8609,14
T00012,1270,12
T00005,6597,5
T00025,7963,25
T00008,9648,8
T00001,8618,1
T00028,7054,28
T00019,4205,19
T00022,3766,22
T00021,8652,21
T00007,7984,7
T00009,681,9
T00023,2566,23
T00012,5370,12
T00006,8722,6
T00028,4445,28
T00023,520,23
T00022,958,22
T00027,3628,27
T00021,5895,21
T00007,2321,7
T00009,4664,9
T00011,7188,11
T00014,8203,14
T00018,4057,18
T00007,5259,7
T00003,6406,3
T00013,632,13
T00016,7854,16
T00007,8545,7
T00014,6434,14
T00029,7447,29
T00007,7605,7
T00017,8739,17
T00030,6717,30
T00023,8921,23
T00023,6326,23
T00015,1732,15
T00020,7476,20
T00004,3164,4
T00006,195,6
T00020,2381,20
T00008,3039,8
T00023,6747,23
T00016,7760,16
T00030,2846,30
T00006,7867,6
T00022,6586,22
T00028,8150,28
T00005,3652,5
T00006,3514,6
T00028,2744,28
T00028,9389,28
T00028,108,28
T00015,5527,15
T00022,7084,22
T00017,1917,17
T00018,9216,18
T00025,1176,25
T00019,5808,19
T00011,7724,11
T00015,4623,15
T00028,4351,28
T00015,6311,15
T00023,9896,23
T00014,1652,14
T00024,623,24
T00004,6823,4
T00020,2849,20
T00028,1248,28
T00001,8808,1
T00008,982,8
T00020,2347,20
T00010,5846,10
T00002,69,2
T00010,6590,10
T00018,7954,18
T00028,844,28
T00017,9400,17
T00008,7127,8
T00023,1627,23
T00013,2054,13
T00006,2697,6
T00015,880,15
T00002,2911,2
T00013,1514,13
T00014,7162,14
T00019,5751,19
T00007,4867,7
T00008,2957,8
T00020,5568,20
T00002,6380,2
T00022,4250,22
T00013,389,13
T00001,1491,1
T00028,6057,28
T00026,5808,26
T00004,6527,4
T00014,116,14
T00016,2931,16
T00018,9307,18
T00022,8792,22
T00028,6350,28
T00011,8416,11
T00027,3744,27
T00002,9657,2
T00017,3671,17
T00030,7145,30
T00014,4981,14
T00029,1523,29
T00028,6802,28
T00012,267,12
T00026,7751,26
T00023,6386,23
T00012,6423,12
T00016,3914,16
T00018,5752,18
T00015,6032,15
T00003,7317,3
T00003,4660,3
T00012,2797,12
T00006,5078,6
T00003,4401,3
T00024,9661,24
T00004,914,4
T00030,9353,30
T00026,353,26
T00021,5300,21
T00028,3481,28
T00019,368,19
T00010,691,10
T00002,4398,2
T00024,4755,24
T00009,1728,9
T00028,9082,28
T00004,7568,4
T00014,9247,14
T00008,5628,8
T00002,9082,2
T00025,3578,25
T00023,7709,23
T00030,518,30
T00002,6403,2
T00011,8402,11
T00014,8326,14
T00022,9608,22
T00006,3455,6
T00029,3690,29
T00030,7964,30
T00020,2325,20
T00001,6643,1
T00007,8813,7
T00001,7813,1
T00026,6452,26
T00019,6705,19
T00020,8151,20
T00005,9792,5
T00002,929,2
T00013,4430,13
T00008,9173,8
T00027,5089,27
T00005,8510,5
T00005,4078,5
T00019,6982,19
T00008,9603,8
T00004,6617,4
T00028,3904,28
T00029,8863,29
T00017,8265,17
T00021,8424,21
T00015,313,15
T00011,2169,11
T00016,6524,16
T00017,3263,17
T00015,4021,15
T00029,5424,29
T00009,8476,9
T00027,6380,27
T00013,9361,13
T00004,4646,4
T00026,2184,26
T00011,5392,11
T00010,2336,10
T00011,5258,11
T00012,9812,12
T00019,2522,19
T00026,8529,26
T00030,5606,30
T00022,3883,22
T00007,9143,7
T00029,8130,29
T00013,5286,13
T00021,7850,21
T00012,9105,12
T00005,4224,5
T00001,9078,1
T00008,4321,8
T00004,5823,4
T00017,5612,17
T00018,3439,18
T00019,3126,19
T00013,6582,13
T00002,5433,2
T00012,3146,12
T00015,8388,15
T00006,9400,6
T00004,5356,4
T00019,5847,19
T00001,7624,1
T00024,1650,24
T00014,2055,14
T00015,8254,15
T00025,6098,25
T00010,7977,10
T00009,2422,9
T00019,698,19
T00012,7812,12
T00027,8596,27
T00019,5853,19
T00021,8459,21
T00030,4330,30
T00005,5402,5
T00030,2926,30
T00010,6768,10
T00026,7497,26
T00006,6159,6
T00019,6280,19
T00003,9815,3
T00021,1650,21
T00027,2887,27
T00007,8929,7
T00001,5456,1
T00002,8479,2
T00025,4086,25
T00008,5151,8
T00001,5116,1
T00006,5710,6
T00017,5850,17
T00023,3404,23
T00021,9060,21
T00024,6493,24
T00017,3150,17
T00011,1987,11
T00003,949,3
T00024,3330,24
T00028,5798,28
T00026,9236,26
T00007,7312,7
T00026,5936,26
T00013,3884,13
T00017,9066,17
T00012,6377,12
T00018,5742,18
T00008,1438,8
T00027,9893,27
T00023,3885,23
T00026,5686,26
T00030,5812,30
T00021,6977,21
T00021,4945,21
T00024,2775,24
T00020,2207,20
T00016,7432,16
T00018,2932,18
T00007,6575,7
T00018,1145,18
T00029,3917,29
T00026,1293,26
T00009,3979,9
T00010,2150,10
T00001,4099,1
T00006,5107,6
T00020,3688,20
T00024,9964,24
T00015,7041,15
T00017,4269,17
T00030,8456,30
T00009,433,9
T00002,227,2
T00013,690,13
T00021,3182,21
T00005,3032,5
T00020,6196,20
T00019,9156,19
T00020,3427,20
T00025,1881,25
T00023,5054,23
T00011,6237,11
T00023,7024,23
T00005,5275,5
T00006,8692,6
T00006,5882,6
T00004,6250,4
T00010,6252,10
T00024,5434,24
T00008,10,8
T00003,3091,3
T00018,4885,18
T00022,4207,22
T00001,5006,1
T00015,7402,15
T00023,5829,23
T00003,5902,3
T00006,5122,6
T00014,6289,14
T00006,8972,6
T00017,5164,17
T00028,2505,28
T00012,3598,12
T00025,758,25
T00006,1472,6
T00014,7888,14
T00007,8726,7
T00028,50,28
T00010,7365,10
T00014,7419,14
T00027,7755,27
T00026,8868,26
T00021,4030,21
T00020,897,20
T00003,8245,3
T00007,8648,7
T00010,4590,10
T00002,3721,2
T00023,909,23
T00004,834,4
T00007,4863,7
T00020,850,20
T00006,2941,6
T00026,5390,26
T00011,9813,11
T00002,6654,2
T00003,8614,3
T00018,7749,18
T00028,2286,28
T00005,3511,5
T00021,5824,21
T00021,3832,21
T00024,796,24
T00008,3619,8
T00014,7873,14
T00019,8974,19
T00008,2812,8
T00017,9304,17
T00004,6354,4
T00014,1338,14
T00005,6297,5
T00027,8576,27
T00026,1767,26
T00004,8721,4
T00006,5031,6
T00019,3154,19
T00024,2492,24
T00018,3461,18
T00006,5401,6
T00011,7463,11
T00021,4774,21
T00010,5037,10
T00011,6858,11
T00019,3892,19
T00012,8770,12
T00008,6123,8
T00009,1274,9
T00002,3240,2
T00006,7146,6
T00015,9064,15
T00018,7441,18
T00028,9826,28
T00014,6891,14
T00004,2041,4
T00008,33,8
T00004,4125,4
T00010,4908,10
T00010,1882,10
T00029,793,29
T00010,9208,10
T00029,6831,29
T00017,337,17
T00014,3637,14
T00015,6498,15
T00013,1140,13
T00024,4339,24
T00009,8695,9
T00019,885,19
T00013,5180,13
T00019,3758,19
T00015,3703,15
T00027,28,27
T00003,3485,3
T00029,1661,29
T00002,5470,2
T00023,7530,23
T00004,7059,4
T00025,9306,25
T00024,9923,24
T00010,3689,10
T00019,1424,19
T00023,8619,23
T00026,5366,26
T00029,6381,29
T00018,7131,18
T00025,7743,25
T00010,8958,10
T00021,4625,21
T00015,5427,15
T00017,6406,17
T00024,2382,24
T00027,1533,27
T00017,8052,17
T00011,4642,11
T00022,352,22
T00021,7043,21
T00025,5186,25
T00016,112,16
T00023,2474,23
T00028,2526,28
T00010,5501,10
T00018,5661,18
T00005,7459,5
T00016,2017,16
T00027,3865,27
T00001,5746,1
T00030,7703,30
T00014,1784,14
T00027,8878,27
T00021,615,21
T00004,6004,4
T00022,6114,22
T00004,3430,4
T00007,4801,7
T00029,1608,29
T00006,3227,6
T00024,1042,24
T00012,827,12
T00022,3403,22
T00008,7763,8
T00027,7951,27
T00016,4189,16
T00029,7685,29
T00029,4871,29
T00030,7130,30
T00016,3886,16
T00024,8491,24
T00020,6786,20
T00024,338,24
T00001,785,1
T00007,2062,7
T00002,6152,2
T00013,3766,13
T00003,7790,3
T00026,7645,26
T00030,1858,30
T00022,2173,22
T00026,2497,26
T00028,9053,28
T00002,4867,2
T00023,4658,23
T00005,4584,5
T00027,1938,27
T00013,6909,13
T00028,715,28
T00025,7982,25
T00006,9776,6
T00027,8433,27
T00026,9656,26
T00012,5566,12
T00007,4684,7
T00011,8007,11
T00012,6514,12
T00017,3702,17
T00010,8646,10
T00006,2337,6
T00015,7823,15
T00028,8635,28
T00020,3284,20
T00009,8601,9
T00009,3747,9
T00007,3556,7
T00007,6595,7
T00005,4381,5
T00025,8330,25
T00019,837,19
T00026,77,26
T00001,1617,1
T00020,473,20
T00019,3367,19
T00018,7773,18
T00026,6671,26
T00022,1374,22
T00021,5078,21
T00015,3132,15
T00007,2991,7
T00028,2057,28
T00002,6552,2
T00024,3277,24
T00021,3674,21
T00030,9380,30
T00020,6128,20
T00022,3708,22
T00009,1723,9
T00001,3861,1
T00026,4241,26
T00024,5836,24
T00012,5656,12
T00002,1753,2
T00009,5523,9
T00007,926,7
T00022,7958,22
T00022,3578,22
T00025,845,25
T00001,2857,1
T00005,9700,5
T00001,895,1
T00022,7221,22
T00015,3973,15
T00016,7104,16
T00011,6116,11
T00012,589,12
T00025,4721,25
T00029,5013,29
T00024,6445,24
T00025,3033,25
T00006,202,6
T00025,3166,25
T00013,9868,13
T00020,9695,20
T00011,7765,11
T00023,5681,23
T00008,8459,8
T00002,2932,2
T00020,9575,20
T00028,9718,28
T00004,3045,4
T00021,353,21
T00005,8550,5
T00028,847,28
T00006,1168,6
T00008,2820,8
T00022,6622,22
T00009,114,9
T00003,1746,3
T00013,6835,13
T00005,8418,5
T00020,2468,20
T00015,9379,15
T00021,3963,21
T00023,1024,23
T00018,1530,18
T00026,5857,26
T00011,5793,11
T00002,7674,2
T00018,6963,18
T00004,4073,4
T00022,793,22
T00017,5356,17
T00017,5913,17
T00001,881,1
T00004,7324,4
T00014,9428,14
T00006,537,6
T00023,9560,23
T00020,732,20
T00015,2586,15
T00029,7522,29
T00030,8937,30
T00030,32,30
T00029,209,29
T00027,8321,27
T00026,5939,26
T00028,2326,28
T00011,9253,11
T00010,6728,10
T00007,595,7
T00024,8678,24
T00029,9396,29
T00014,4993,14
T00014,9389,14
T00013,3019,13
T00028,4734,28
T00028,3084,28
T00025,4541,25
T00004,3901,4
T00009,9230,9
T00020,2382,20
T00011,5857,11
T00010,9601,10
T00012,9350,12
T00012,2884,12
T00018,2558,18
T00003,7042,3
T00024,8018,24
T00005,2134,5
T00029,4030,29
T00010,509,10
T00006,8973,6
T00015,9652,15
T00022,5908,22
T00015,3118,15
T00014,3918,14
T00026,7474,26
T00011,9910,11
T00019,5320,19
T00008,2190,8
T00009,6268,9
T00013,9037,13
T00019,6589,19
T00016,6241,16
T00023,1192,23
T00028,3545,28
T00014,1362,14
T00015,3713,15
T00014,9279,14
T00023,6694,23
T00011,4177,11
T00002,3288,2
T00011,7050,11
T00025,8419,25
T00015,4900,15
T00023,2195,23
T00020,1270,20
T00005,9529,5
T00023,3288,23
T00001,4778,1
T00007,1414,7
T00003,3792,3
T00002,1515,2
T00005,1178,5
T00026,5827,26
T00012,721,12
T00002,1909,2
T00016,9348,16
T00028,2673,28
T00005,5330,5
T00027,7035,27
T00014,4443,14
T00003,8627,3
T00016,4351,16
T00005,9887,5
T00009,9020,9
T00026,8988,26
T00027,526,27
T00013,4599,13
T00021,761,21
T00013,8508,13
T00025,5373,25
T00018,153,18
T00029,6280,29
T00027,9767,27
T00028,9213,28
T00025,4382,25
T00008,4912,8
T00021,9624,21
T00028,5936,28
T00020,7921,20
T00020,5811,20
T00017,2735,17
T00022,3941,22
T00005,4882,5
T00016,1129,16
T00003,4456,3
T00014,2060,14
T00021,7324,21
T00016,2367,16
T00027,13,27
T00018,831,18
T00015,9689,15
T00026,4873,26
T00018,3228,18
T00011,6054,11
T00007,8952,7
T00003,241,3
T00013,7069,13
T00029,6490,29
T00003,2906,3
T00018,1714,18
T00028,6220,28
T00009,2004,9
T00008,3014,8
T00028,446,28
T00019,6502,19
T00007,5244,7
T00018,7475,18
T00025,9416,25
T00005,1204,5
T00005,5388,5
T00020,1434,20
T00014,230,14
T00027,3837,27
T00027,9312,27
T00020,8987,20
T00027,9739,27
T00022,8910,22
T00020,448,20
T00012,2715,12
T00004,5537,4
T00005,6095,5
T00024,7778,24
T00029,4858,29
T00004,2994,4
T00005,9492,5
T00003,5141,3
T00007,4373,7
T00021,7108,21
T00003,1430,3
T00020,8794,20
T00027,7358,27
T00017,7489,17
T00029,5392,29
T00018,2169,18
T00030,7308,30
T00007,5483,7
T00022,6750,22
T00006,3354,6
T00006,6361,6
T00004,527,4
T00001,2977,1
T00016,527,16
T00007,1990,7
T00023,5000,23
T00025,4923,25
T00024,2584,24
T00012,1802,12
T00002,1794,2
T00022,1431,22
T00002,9853,2
T00025,154,25
T00025,50,25
T00028,5977,28
T00007,7204,7
T00002,9252,2
T00017,6253,17
T00022,1965,22
T00025,7850,25
T00005,9875,5
T00006,8926,6
T00017,3505,17
T00005,2147,5
T00021,9490,21
T00017,4092,17
T00025,8005,25
T00010,6886,10
T00003,2818,3
T00006,400,6
T00015,876,15
T00015,3356,15
T00003,8006,3
T00003,7834,3
T00011,7639,11
T00013,2995,13
T00017,3535,17
T00015,9898,15
T00028,6198,28
T00016,5909,16
T00030,6248,30
T00013,3611,13
T00023,7447,23
T00013,3863,13
T00024,7390,24
T00007,3192,7
T00028,5480,28
T00009,7618,9
T00005,4563,5
T00001,1085,1
T00017,9816,17
T00003,5913,3
T00020,1631,20
T00001,9127,1
T00022,5522,22
T00014,8760,14
T00025,8450,25
T00013,1856,13
T00011,6070,11
T00012,3167,12
T00011,1240,11
T00024,3887,24
T00011,9354,11
T00006,977,6
T00015,6494,15
T00014,7982,14
T00020,8525,20
T00023,8548,23
T00020,9696,20
T00029,6682,29
T00017,4201,17
T00005,8097,5
T00011,9146,11
T00026,4796,26
T00022,6360,22
T00025,6433,25
T00021,2090,21
T00007,4978,7
T00009,9808,9
T00013,2986,13
T00005,7540,5
T00018,7718,18
T00013,1345,13
T00025,8532,25
T00023,7885,23
T00001,5749,1
T00016,495,16
T00017,1968,17
T00002,9493,2
T00003,3401,3
T00010,3263,10
T00026,4971,26
T00005,9584,5
T00014,6879,14
T00010,3471,10
T00004,2514,4
T00004,8245,4
T00021,8910,21
T00011,1841,11
T00017,2494,17
T00003,6617,3
T00009,2408,9
T00002,185,2
T00002,9910,2
T00001,9636,1
T00018,7307,18
T00022,8827,22
T00013,9822,13
T00015,2594,15
T00018,65,18
T00020,9731,20
T00012,7394,12
T00030,8653,30
T00022,1860,22
T00025,349,25
T00004,25,4
T00008,6053,8
T00008,1019,8
T00009,8626,9
T00009,7866,9
T00014,9712,14
T00016,3112,16
T00020,7898,20
T00004,6628,4
T00010,7949,10
T00020,148,20
T00020,8074,20
T00010,2325,10
T00023,2308,23
T00008,5918,8
T00002,2714,2
T00019,1967,19
T00007,3685,7
T00021,1024,21
T00006,3557,6
T00019,2631,19
T00023,9328,23
T00003,4870,3
T00019,7020,19
T00015,3854,15
T00030,3513,30
T00003,679,3
T00013,367,13
T00001,9539,1
T00026,6498,26
T00005,1456,5
T00012,9548,12
T00021,4446,21
T00025,8849,25
T00002,5254,2
T00017,7128,17
T00026,9627,26
T00004,5273,4
T00013,3944,13
T00019,3284,19
T00026,8229,26
T00021,6726,21
T00011,1755,11
T00013,569,13
T00009,8735,9
T00021,6616,21
T00019,1857,19
T00006,848,6
T00014,5400,14
T00023,8826,23
T00006,8868,6
T00006,1839,6
T00004,3635,4
T00012,2005,12
T00021,6527,21
T00004,3176,4
T00013,5669,13
T00016,253,16
T00030,5291,30
T00025,9560,25
T00029,4750,29
T00023,8986,23
T00006,9819,6
T00006,8575,6
T00009,7431,9
T00018,3183,18
T00011,152,11
T00004,6684,4
T00030,9602,30
T00008,9885,8
T00022,3957,22
T00007,7063,7
T00004,5275,4
T00019,754,19
T00015,2959,15
T00014,6933,14
T00029,7844,29
T00003,6750,3
T00005,5159,5
T00013,2511,13
T00013,7103,13
T00024,5839,24
T00016,8757,16
T00028,1687,28
T00013,6043,13
T00015,4617,15
T00026,6143,26
T00026,8398,26
T00001,2396,1
T00017,2129,17
T00027,4538,27
T00002,2246,2
T00022,1664,22
T00002,1351,2
T00030,9703,30
T00025,2875,25
T00007,7627,7
T00002,2466,2
T00029,6886,29
T00013,9378,13
T00022,1714,22
T00028,9804,28
T00029,1892,29
T00012,7976,12
T00006,6398,6
T00011,2597,11
T00022,1577,22
T00023,3398,23
T00014,5643,14
T00022,2623,22
T00024,4318,24
T00007,9308,7
T00029,4878,29
T00007,5449,7
T00014,8880,14
T00021,4152,21
T00023,327,23
T00002,6593,2
T00025,5633,25
T00023,8831,23
T00013,1253,13
T00011,8302,11
T00009,3773,9
T00011,9172,11
T00027,1921,27
T00010,1027,10
T00022,8257,22
T00026,8675,26
T00021,2349,21
T00010,3368,10
T00030,7147,30
T00026,7942,26
T00012,9095,12
T00002,720,2
T00028,6379,28
T00014,2576,14
T00006,7997,6
T00016,1407,16
T00023,2542,23
T00004,173,4
T00006,799,6
T00021,8010,21
T00010,4010,10
T00023,2073,23
T00026,1471,26
T00002,5601,2
T00014,516,14
T00028,1948,28
T00025,7260,25
T00004,6537,4
T00028,4369,28
T00012,4459,12
T00010,1938,10
T00004,2929,4
T00025,5514,25
T00003,7341,3
T00007,8465,7
T00021,4553,21
T00003,8040,3
T00012,488,12
T00022,3066,22
T00026,2343,26
T00016,8924,16
T00008,1697,8
T00004,6374,4
T00019,5594,19
T00005,4069,5
T00030,5983,30
T00024,9883,24
T00024,3181,24
T00019,2800,19
T00021,2791,21
T00002,9514,2
T00002,3694,2
T00006,4533,6
T00002,455,2
T00015,2701,15
T00022,1763,22
T00005,1675,5
T00017,7395,17
T00018,5271,18
T00010,2849,10
T00016,18,16
T00006,357,6
T00019,4910,19
T00011,5603,11
T00015,4145,15
T00023,6959,23
T00007,9294,7
T00028,344,28
T00025,4769,25
T00025,3960,25
T00024,3709,24
T00004,6974,4
T00018,2379,18
T00001,7490,1
T00015,8557,15
T00012,2695,12
T00026,7381,26
T00011,4075,11
T00005,612,5
T00013,1628,13
T00027,3193,27
T00010,1970,10
T00030,9928,30
T00006,7499,6
T00004,3134,4
T00008,9279,8
T00015,4252,15
T00026,5551,26
T00002,2663,2
T00004,4752,4
T00012,3877,12
T00004,1481,4
T00012,9298,12
T00016,4871,16
T00020,7715,20
T00018,7136,18
T00026,6803,26
T00010,3262,10
T00020,1725,20
T00007,3035,7
T00026,6565,26
T00003,4714,3
T00012,5521,12
T00002,9826,2
T00006,5134,6
T00009,53,9
T00017,3793,17
T00010,5712,10
T00003,2417,3
T00019,1547,19
T00021,5259,21
T00028,8861,28
T00021,7738,21
T00002,9941,2
T00011,2817,11
T00014,3426,14
T00013,3017,13
T00015,4471,15
T00006,2271,6
T00011,9213,11
T00011,3534,11
T00019,6823,19
T00008,5594,8
T00001,2549,1
T00019,9455,19
T00017,3533,17
T00022,5549,22
T00011,7861,11
T00028,33,28
T00021,8641,21
T00029,7306,29
T00030,4312,30
T00015,6751,15
T00029,5356,29
T00005,8607,5
T00013,9089,13
T00007,8939,7
T00029,4249,29
T00007,2595,7
T00009,7843,9
T00026,6918,26
T00003,1104,3
T00010,3711,10
T00009,3623,9
T00017,3598,17
T00008,6096,8
T00001,6673,1
T00017,9312,17
T00016,4605,16
T00010,4143,10
T00014,9177,14
T00022,7498,22
T00004,7350,4
T00009,9929,9
T00001,5327,1
T00028,5169,28
T00006,8901,6
T00001,7367,1
T00003,8001,3
T00029,6916,29
T00023,5935,23
T00007,2962,7
T00003,7181,3
T00021,54,21
T00019,1881,19
T00004,8096,4
T00026,7747,26
T00021,8952,21
T00014,4732,14
T00020,6463,20
T00010,6213,10
T00024,5334,24
T00017,8407,17
T00020,4953,20
T00020,2321,20
T00003,5111,3
T00016,6112,16
T00018,5255,18
T00015,963,15
T00026,4120,26
T00001,9433,1
T00025,9748,25
T00022,2598,22
T00013,4514,13
T00021,3435,21
T00028,6527,28
T00020,598,20
T00005,6081,5
T00026,8456,26
T00011,5387,11
T00029,2961,29
T00012,1026,12
T00014,1924,14
T00005,9536,5
T00027,5250,27
T00029,4629,29
T00001,1453,1
T00015,9951,15
T00023,6053,23
T00012,9294,12
T00017,9928,17
T00018,3923,18
T00009,3163,9
T00016,727,16
T00006,4705,6
T00028,1122,28
T00002,5746,2
T00006,8301,6
T00030,3890,30
T00012,6778,12
T00024,3972,24
T00007,971,7
T00002,3770,2
T00028,7224,28
T00009,1931,9
T00016,2873,16
T00027,7846,27
T00029,1253,29
T00009,7882,9
T00015,9014,15
T00001,6413,1
T00001,3050,1
T00023,811,23
T00003,5836,3
T00018,1792,18
T00025,3046,25
T00021,8451,21
T00026,7715,26
T00002,4806,2
T00015,9463,15
T00023,3131,23
T00005,345,5
T00023,259,23
T00028,2155,28
T00024,4602,24
T00005,6993,5
T00021,3366,21
T00030,6470,30
T00008,2957,8
T00013,1171,13
T00030,8453,30
T00009,7541,9
T00014,172,14
T00013,9758,13
T00026,3922,26
T00016,1678,16
T00023,2769,23
T00004,8970,4
T00008,5199,8
T00026,3331,26
T00018,4567,18
T00004,2852,4
T00015,3611,15
T00004,434,4
T00014,3176,14
T00018,1538,18
T00025,5410,25
T00004,8484,4
T00025,113,25
T00023,4554,23
T00019,7064,19
T00007,7749,7
T00016,678,16
T00022,2759,22
T00016,773,16
T00001,2862,1
T00004,86,4
T00001,5583,1
T00018,495,18
T00019,9953,19
T00027,8695,27
T00024,2795,24
T00013,2678,13
T00014,6672,14
T00025,5134,25
T00014,9097,14
T00002,4665,2
T00029,2376,29
T00018,5866,18
T00001,3299,1
T00018,8886,18
T00024,6043,24
T00028,3684,28
T00014,7730,14
T00029,1161,29
T00015,6384,15
T00011,3455,11
T00027,4452,27
T00016,3736,16
T00017,3987,17
T00012,2911,12
T00021,1735,21
T00025,4845,25
T00021,1096,21
T00028,8621,28
T00021,513,21
T00026,4243,26
T00023,7580,23
T00004,8425,4
T00018,3756,18
T00001,3813,1
T00023,1694,23
T00002,1733,2
T00003,2745,3
T00015,4273,15
T00016,570,16
T00022,5151,22
T00010,932,10
T00022,9871,22
T00026,8629,26
T00011,6454,11
T00015,645,15
T00013,3041,13
T00003,6100,3
T00009,4121,9
T00013,4805,13
T00028,7823,28
T00020,7643,20
T00029,6547,29
T00004,8931,4
T00011,7848,11
T00021,4785,21
T00008,8268,8
T00029,7141,29
T00014,2098,14
T00012,815,12
T00006,8212,6
T00009,5290,9
T00003,8946,3
T00021,1355,21
T00017,5591,17
T00027,3931,27
T00017,1102,17
T00021,2924,21
T00009,4002,9
T00018,3289,18
T00003,1711,3
T00009,1748,9
T00001,694,1
T00020,5655,20
T00015,8688,15
T00006,9512,6
T00028,4384,28
T00024,1458,24
T00023,9900,23
T00016,6647,16
T00011,3854,11
T00028,864,28
T00022,4278,22
T00017,2685,17
T00015,2244,15
T00003,5518,3
T00012,768,12
T00025,3112,25
T00019,7101,19
T00023,8241,23
T00023,446,23
T00004,1148,4
T00014,9103,14
T00005,1244,5
T00018,7440,18
T00009,595,9
T00028,6373,28
T00024,4222,24
T00019,2530,19
T00024,2766,24
T00002,7396,2
T00008,6120,8
T00022,6063,22
T00013,2089,13
T00002,2150,2
T00022,2077,22
T00019,4128,19
T00019,4625,19
T00027,6065,27
T00004,3172,4
T00021,1166,21
T00020,8888,20
T00026,9500,26
T00009,8615,9
T00025,5065,25
T00025,7885,25
T00029,689,29
T00023,7709,23
T00003,8113,3
T00008,299,8
T00022,2995,22
T00003,5840,3
T00013,492,13
T00004,3359,4
T00024,9621,24
T00019,4181,19
T00029,7741,29
T00013,5542,13
T00020,8351,20
T00009,5740,9
T00015,6567,15
T00006,1110,6
T00023,713,23
T00021,5160,21
T00006,504,6
T00014,8785,14
T00004,216,4
T00030,6860,30
T00019,6900,19
T00004,3191,4
T00018,7243,18
T00025,3998,25
T00022,4699,22
T00008,5301,8
T00026,7850,26
T00028,1271,28
T00023,1521,23
T00026,339,26
T00023,2049,23
T00024,3746,24
T00010,7179,10
T00015,817,15
T00009,7700,9
T00024,2223,24
T00022,9374,22
T00002,2674,2
T00007,8491,7
T00018,1585,18
T00021,3549,21
T00019,3540,19
T00015,2190,15
T00019,9825,19
T00018,1898,18
T00018,8040,18
T00013,4089,13
T00006,2442,6
T00029,1656,29
T00028,820,28
T00017,1440,17
T00028,4566,28
T00009,735,9
T00027,9749,27
T00027,3506,27
T00029,361,29
T00014,9328,14
T00022,4457,22
T00018,2842,18
T00026,7908,26
T00025,2121,25
T00022,1337,22
T00009,8303,9
T00010,6356,10
T00008,4789,8
T00013,2871,13
T00015,7791,15
T00003,4175,3
T00025,2568,25
T00012,4949,12
T00029,6332,29
T00022,3990,22
T00008,840,8
T00016,2079,16
T00016,3488,16
T00030,1084,30
T00005,5606,5
T00014,9318,14
T00028,6386,28
T00013,1559,13
T00023,4682,23
T00013,9930,13
T00029,5833,29
T00013,1813,13
T00009,2698,9
T00022,6431,22
